team_1,team_2,team_1_win_prob,team_2_win_prob
Louisville,Penn,0.8593096427304536,0.14069035726954632
Louisville,Idaho,0.8610009774766951,0.13899902252330493
Louisville,Lehigh,0.9470424572629567,0.0529575427370433
Louisville,Prairie View A&M,0.9271355625446871,0.07286443745531289
Louisville,Arizona,0.2498608642355428,0.7501391357644571
Louisville,Purdue,0.3423376597121982,0.6576623402878018
Louisville,Gonzaga,0.4076502212477563,0.5923497787522438
Louisville,Arkansas,0.41255877844383404,0.587441221556166
Louisville,Wisconsin,0.47313920083197686,0.5268607991680232
Louisville,BYU,0.5772864957956383,0.42271350420436166
Louisville,Miami (FL),0.6071283928661928,0.3928716071338072
Louisville,Villanova,0.6273836541103263,0.37261634588967374
Louisville,Utah St.,0.5551528268719366,0.4448471731280634
Louisville,Missouri,0.7003276692015042,0.2996723307984957
Louisville,NC State,0.674087566168747,0.32591243383125307
Louisville,Texas,0.7073509228573078,0.2926490771426923
Louisville,High Point,0.7400621557612943,0.2599378442387058
Louisville,Hawaii,0.8269076688334149,0.17309233116658507
Louisville,Kennesaw St.,0.8858932872107073,0.11410671278929274
Louisville,Queens (N.C.),0.9051744933496478,0.09482550665035212
Louisville,Long Island,0.9186895045178203,0.08131049548217974
UCLA,Ohio St.,0.4903556249761538,0.5096443750238463
UCLA,TCU,0.6152865738477319,0.38471342615226817
UCLA,UCF,0.7246863489396641,0.2753136510603358
UCLA,South Florida,0.6048874303904792,0.39511256960952085
UCLA,Northern Iowa,0.6986920326028785,0.30130796739712146
UCLA,Cal Baptist,0.7764198397733777,0.22358016022662236
UCLA,North Dakota St.,0.809164908328278,0.19083509167172194
UCLA,Furman,0.8903423740546372,0.10965762594536275
UCLA,Siena,0.8912026156167049,0.1087973843832952
UCLA,Michigan,0.23003634584423718,0.7699636541557627
UCLA,Iowa St.,0.35920163198565763,0.6407983680143423
UCLA,Virginia,0.402776411839729,0.5972235881602711
UCLA,Alabama,0.44860792946614164,0.5513920705338583
UCLA,Texas Tech,0.4873541235720284,0.5126458764279717
UCLA,Tennessee,0.498052470663903,0.501947529336097
UCLA,Kentucky,0.5728869499759828,0.4271130500240171
UCLA,Georgia,0.5814471944111423,0.41855280558885777
UCLA,Saint Louis,0.6135545706316341,0.386445429368366
UCLA,Santa Clara,0.577705277084047,0.4222947229159531
UCLA,Miami (Ohio),0.7463342825713,0.2536657174287
UCLA,SMU,0.6883073747834719,0.311692625216528
UCLA,Akron,0.6628112739799137,0.3371887260200863
UCLA,Hofstra,0.7514540376745383,0.2485459623254617
UCLA,Wright St.,0.8300934933954723,0.16990650660452755
UCLA,Tennessee St.,0.8853203943631632,0.11467960563683666
UCLA,Howard,0.8993372611743164,0.10066273882568344
UCLA,UMBC,0.8802833115884641,0.1197166884115359
UCLA,Florida,0.2971319223893138,0.7028680776106861
UCLA,Houston,0.30707171113323467,0.6929282888667653
UCLA,Illinois,0.3631702466851181,0.6368297533148819
UCLA,Nebraska,0.4804248329944366,0.5195751670055634
UCLA,Vanderbilt,0.41467115097316726,0.5853288490268327
UCLA,North Carolina,0.5298832744128453,0.4701167255871547
UCLA,Saint Mary's,0.4889548029021356,0.5110451970978644
UCLA,Clemson,0.5886834075694132,0.41131659243058694
UCLA,Iowa,0.5924656021555136,0.4075343978444864
UCLA,Texas A&M,0.6462027696706191,0.35379723032938093
UCLA,VCU,0.5845620939948937,0.4154379060051063
UCLA,McNeese,0.6784060254606545,0.32159397453934546
UCLA,Troy,0.8492678032446257,0.15073219675537441
UCLA,Penn,0.8461225416974175,0.15387745830258254
UCLA,Idaho,0.8479443553470327,0.1520556446529672
UCLA,Lehigh,0.9415190296929581,0.05848097030704194
UCLA,Prairie View A&M,0.9197118841321728,0.08028811586782722
UCLA,Arizona,0.2306907891388696,0.7693092108611305
UCLA,Purdue,0.3190905656334812,0.6809094343665189
UCLA,Gonzaga,0.3825477966493697,0.6174522033506302
UCLA,Arkansas,0.38735174863874244,0.6126482513612576
UCLA,Wisconsin,0.44704756230932746,0.5529524376906725
UCLA,BYU,0.55146304523945,0.44853695476055
UCLA,Miami (FL),0.5818073503274819,0.4181926496725182
UCLA,Villanova,0.6025133930833175,0.3974866069166825
UCLA,Utah St.,0.5290802405977738,0.4709197594022263
UCLA,Missouri,0.6778259062683926,0.3221740937316074
UCLA,NC State,0.6505985014844787,0.34940149851552127
UCLA,Texas,0.6851394246605065,0.31486057533949346
UCLA,High Point,0.7193483221402789,0.2806516778597211
UCLA,Hawaii,0.811350236181394,0.18864976381860596
UCLA,Kennesaw St.,0.8748349694646944,0.1251650305353057
UCLA,Queens (N.C.),0.8957648979992596,0.10423510200074032
UCLA,Long Island,0.9104883922590881,0.08951160774091198
Ohio St.,TCU,0.6243777826863526,0.3756222173136473
Ohio St.,UCF,0.7323170375988205,0.26768296240117956
Ohio St.,South Florida,0.6140702435745392,0.3859297564254608
Ohio St.,Northern Iowa,0.7067516475837184,0.29324835241628155
Ohio St.,Cal Baptist,0.783045930068126,0.21695406993187405
