team_name,wins,losses,win_pct,srs,sos,points_for,points_against,year
La Salle,13.0,19.0,0.406,1.7,2.54,2333.0,2360.0,2018
Lafayette,10.0,21.0,0.323,-9.77,-6.04,2207.0,2307.0,2018
Lamar,19.0,14.0,0.576,-5.19,-7.23,2500.0,2296.0,2018
Lehigh,16.0,14.0,0.533,-6.41,-5.65,2336.0,2333.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
Liberty,22.0,15.0,0.595,-2.68,-6.24,2621.0,2353.0,2018
Lipscomb,23.0,10.0,0.697,-2.1,-3.8,2708.0,2564.0,2018
Little Rock,7.0,25.0,0.219,-10.45,-2.22,2038.0,2242.0,2018
Long Beach State,15.0,18.0,0.455,-3.76,0.89,2485.0,2586.0,2018
Long Island University,18.0,17.0,0.514,-8.6,-8.19,2696.0,2674.0,2018
Longwood,7.0,26.0,0.212,-18.31,-4.31,2088.0,2445.0,2018
Louisiana,27.0,7.0,0.794,7.58,-2.55,2829.0,2408.0,2018
Louisiana State,18.0,15.0,0.545,10.93,8.02,2559.0,2463.0,2018
Louisiana Tech,17.0,16.0,0.515,1.33,-0.12,2468.0,2331.0,2018
Louisiana-Monroe,16.0,16.0,0.5,-6.28,-3.31,2235.0,2187.0,2018
Louisville,22.0,14.0,0.611,14.3,9.07,2721.0,2533.0,2018
Loyola (IL),32.0,6.0,0.842,10.37,1.8,2721.0,2377.0,2018
Loyola (MD),9.0,22.0,0.29,-12.71,-5.25,2154.0,2326.0,2018
Loyola Marymount,11.0,20.0,0.355,-4.34,1.09,2226.0,2369.0,2018
Maine,6.0,26.0,0.188,-14.64,-3.27,2140.0,2408.0,2018
Manhattan,14.0,17.0,0.452,-5.04,-4.13,2147.0,2175.0,2018
Marist,6.0,25.0,0.194,-12.48,-3.57,2239.0,2515.0,2018
Marquette,21.0,14.0,0.6,12.5,9.7,2846.0,2748.0,2018
Marshall,25.0,11.0,0.694,4.21,0.44,3017.0,2849.0,2018
Maryland,19.0,13.0,0.594,13.78,7.94,2338.0,2140.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
Maryland-Baltimore County,25.0,11.0,0.694,-2.02,-3.84,2630.0,2466.0,2018
Maryland-Eastern Shore,7.0,25.0,0.219,-24.63,-7.56,1992.0,2473.0,2018
Massachusetts,13.0,20.0,0.394,-1.65,1.1,2374.0,2465.0,2018
Massachusetts-Lowell,12.0,18.0,0.4,-9.53,-5.77,2286.0,2356.0,2018
McNeese State,12.0,17.0,0.414,-12.06,-6.1,2184.0,2209.0,2018
Memphis,21.0,13.0,0.618,1.81,2.16,2408.0,2420.0,2018
Mercer,19.0,15.0,0.559,-0.87,-3.5,2561.0,2373.0,2018
Miami (FL),22.0,10.0,0.688,12.83,6.96,2361.0,2173.0,2018
Miami (OH),16.0,18.0,0.471,-3.56,-1.15,2449.0,2404.0,2018
Michigan,33.0,8.0,0.805,19.03,9.41,3019.0,2596.0,2018
Michigan State,30.0,5.0,0.857,22.41,7.1,2807.0,2271.0,2018
Middle Tennessee,25.0,8.0,0.758,10.29,2.83,2479.0,2188.0,2018
Milwaukee,16.0,17.0,0.485,-4.15,-4.25,2259.0,2260.0,2018
Minnesota,15.0,17.0,0.469,7.0,6.91,2405.0,2402.0,2018
Mississippi,12.0,20.0,0.375,6.85,9.16,2426.0,2500.0,2018
Mississippi State,25.0,12.0,0.676,11.71,6.82,2716.0,2507.0,2018
Mississippi Valley State,4.0,28.0,0.125,-21.41,-8.13,2075.0,2500.0,2018
Missouri,20.0,13.0,0.606,13.81,9.19,2399.0,2246.0,2018
Missouri State,18.0,15.0,0.545,3.06,0.43,2313.0,2197.0,2018
Monmouth,11.0,20.0,0.355,-2.41,-1.25,2336.0,2372.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
Montana,26.0,8.0,0.765,6.29,-2.24,2625.0,2329.0,2018
Montana State,13.0,19.0,0.406,-8.69,-3.52,2434.0,2524.0,2018
Morehead State,8.0,21.0,0.276,-10.65,-1.91,2043.0,2204.0,2018
Morgan State,13.0,19.0,0.406,-15.11,-11.98,2273.0,2338.0,2018
Mount St. Mary's,18.0,14.0,0.563,-8.13,-8.03,2331.0,2301.0,2018
Murray State,26.0,6.0,0.813,6.87,-3.53,2515.0,2117.0,2018
Navy,20.0,12.0,0.625,-6.91,-7.2,2199.0,2125.0,2018
NC State,21.0,12.0,0.636,12.91,6.7,2682.0,2477.0,2018
Nebraska,22.0,11.0,0.667,10.99,7.33,2386.0,2265.0,2018
Nevada,29.0,8.0,0.784,14.44,4.93,3055.0,2703.0,2018
Nevada-Las Vegas,20.0,13.0,0.606,7.2,1.87,2753.0,2577.0,2018
New Hampshire,10.0,21.0,0.323,-8.38,-4.31,2103.0,2085.0,2018
New Mexico,19.0,15.0,0.559,5.81,3.3,2795.0,2641.0,2018
New Mexico State,28.0,6.0,0.824,9.06,-1.1,2572.0,2183.0,2018
New Orleans,16.0,17.0,0.485,-9.01,-5.78,2297.0,2322.0,2018
Niagara,19.0,14.0,0.576,-4.84,-4.21,2748.0,2769.0,2018
Nicholls State,21.0,11.0,0.656,-3.54,-5.86,2641.0,2411.0,2018
NJIT,14.0,16.0,0.467,-7.25,-5.53,2248.0,2197.0,2018
Norfolk State,14.0,19.0,0.424,-12.99,-10.19,2399.0,2417.0,2018
North Carolina,26.0,11.0,0.703,20.07,11.78,3018.0,2711.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
North Carolina A&T,20.0,15.0,0.571,-12.58,-11.22,2623.0,2605.0,2018
North Carolina Central,19.0,16.0,0.543,-13.18,-12.31,2520.0,2425.0,2018
North Dakota,12.0,20.0,0.375,-7.63,-0.19,2427.0,2612.0,2018
North Dakota State,15.0,17.0,0.469,-1.86,-1.58,2382.0,2264.0,2018
North Florida,14.0,19.0,0.424,-11.4,-1.74,2668.0,2873.0,2018
North Texas,20.0,18.0,0.526,1.16,-0.4,2828.0,2703.0,2018
Northeastern,23.0,10.0,0.697,3.64,-1.61,2472.0,2270.0,2018
Northern Arizona,5.0,27.0,0.156,-14.67,-1.04,2100.0,2512.0,2018
Northern Colorado,26.0,12.0,0.684,3.67,-2.27,3080.0,2776.0,2018
Northern Illinois,13.0,19.0,0.406,-6.71,-1.71,2319.0,2407.0,2018
Northern Iowa,16.0,16.0,0.5,4.0,3.87,2056.0,1990.0,2018
Northern Kentucky,22.0,10.0,0.688,4.83,-4.07,2486.0,2112.0,2018
Northwestern,15.0,17.0,0.469,9.63,8.37,2203.0,2127.0,2018
Northwestern State,4.0,25.0,0.138,-21.02,-4.18,1868.0,2264.0,2018
Notre Dame,21.0,15.0,0.583,13.64,7.92,2698.0,2471.0,2018
Oakland,19.0,14.0,0.576,-1.82,-3.76,2580.0,2516.0,2018
Ohio,14.0,17.0,0.452,-2.52,-1.65,2334.0,2353.0,2018
Ohio State,25.0,9.0,0.735,17.67,9.02,2591.0,2297.0,2018
Oklahoma,18.0,14.0,0.563,13.81,10.56,2718.0,2614.0,2018
Oklahoma State,21.0,15.0,0.583,12.45,9.12,2757.0,2637.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
Old Dominion,25.0,7.0,0.781,9.27,-1.27,2347.0,2010.0,2018
Omaha,9.0,22.0,0.29,-9.88,0.33,2373.0,2588.0,2018
Oral Roberts,11.0,21.0,0.344,-6.66,1.05,2332.0,2484.0,2018
Oregon,23.0,13.0,0.639,10.7,4.84,2817.0,2606.0,2018
Oregon State,16.0,16.0,0.5,7.31,4.56,2339.0,2251.0,2018
Pacific,14.0,18.0,0.438,-0.55,1.8,2280.0,2316.0,2018
Penn State,26.0,13.0,0.667,15.85,7.79,2915.0,2601.0,2018
Pennsylvania,24.0,9.0,0.727,2.24,-3.16,2506.0,2274.0,2018
Pepperdine,6.0,26.0,0.188,-6.5,1.82,2283.0,2516.0,2018
Pittsburgh,8.0,24.0,0.25,-1.87,8.48,1985.0,2316.0,2018
Portland,10.0,22.0,0.313,-6.6,2.43,2221.0,2372.0,2018
Portland State,20.0,14.0,0.588,-0.14,-1.04,2897.0,2698.0,2018
Prairie View,16.0,18.0,0.471,-10.13,-7.71,2559.0,2609.0,2018
Presbyterian,11.0,21.0,0.344,-14.33,-5.53,2124.0,2273.0,2018
Princeton,13.0,16.0,0.448,-2.44,-1.97,2106.0,2083.0,2018
Providence,21.0,14.0,0.6,11.12,10.23,2575.0,2544.0,2018
Purdue,30.0,7.0,0.811,23.41,8.74,2974.0,2431.0,2018
Purdue Fort Wayne,18.0,15.0,0.545,-1.48,-3.24,2716.0,2535.0,2018
Quinnipiac,12.0,21.0,0.364,-9.5,-4.44,2364.0,2531.0,2018
Radford,23.0,13.0,0.639,-2.62,-4.09,2422.0,2336.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
Rhode Island,26.0,8.0,0.765,11.81,4.61,2583.0,2338.0,2018
Rice,7.0,24.0,0.226,-8.63,-0.04,2114.0,2347.0,2018
Richmond,12.0,20.0,0.375,-0.17,3.61,2297.0,2418.0,2018
Rider,22.0,10.0,0.688,0.94,-2.65,2620.0,2505.0,2018
Robert Morris,16.0,17.0,0.485,-7.98,-6.1,2272.0,2334.0,2018
Rutgers,15.0,19.0,0.441,5.5,6.84,2216.0,2204.0,2018
Sacramento State,7.0,25.0,0.219,-8.9,-0.74,2157.0,2358.0,2018
Sacred Heart,10.0,21.0,0.323,-11.38,-6.98,2129.0,2237.0,2018
Saint Francis (PA),18.0,13.0,0.581,-6.12,-6.71,2450.0,2355.0,2018
Saint Joseph's,16.0,16.0,0.5,3.78,1.9,2371.0,2311.0,2018
Saint Louis,17.0,16.0,0.515,2.58,2.92,2170.0,2157.0,2018
Saint Mary's (CA),30.0,6.0,0.833,12.86,0.33,2772.0,2321.0,2018
Saint Peter's,14.0,18.0,0.438,-5.24,-4.37,2085.0,2113.0,2018
Sam Houston,21.0,15.0,0.583,-5.14,-4.8,2571.0,2477.0,2018
Samford,10.0,22.0,0.313,-11.1,-3.37,2483.0,2639.0,2018
San Diego,20.0,14.0,0.588,2.86,0.5,2385.0,2264.0,2018
San Diego State,22.0,11.0,0.667,12.23,3.91,2545.0,2240.0,2018
San Francisco,22.0,17.0,0.564,1.13,1.63,2685.0,2681.0,2018
San Jose State,4.0,26.0,0.133,-8.74,2.91,1974.0,2260.0,2018
Santa Clara,11.0,20.0,0.355,-7.01,0.61,2048.0,2224.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
Savannah State,15.0,17.0,0.469,-15.36,-5.06,2754.0,2991.0,2018
Seattle,20.0,14.0,0.588,-2.32,-3.09,2589.0,2468.0,2018
Seton Hall,22.0,12.0,0.647,15.67,10.11,2701.0,2512.0,2018
Siena,8.0,24.0,0.25,-10.46,-2.99,2166.0,2405.0,2018
South Alabama,14.0,18.0,0.438,-5.44,-2.87,2228.0,2218.0,2018
South Carolina,17.0,16.0,0.515,9.45,9.23,2313.0,2277.0,2018
South Carolina State,10.0,22.0,0.313,-20.18,-8.78,2355.0,2660.0,2018
South Carolina Upstate,7.0,25.0,0.219,-17.46,-4.35,2424.0,2723.0,2018
South Dakota,26.0,9.0,0.743,6.17,-2.6,2832.0,2404.0,2018
South Dakota State,28.0,7.0,0.8,6.84,-0.38,2958.0,2599.0,2018
South Florida,10.0,22.0,0.313,-7.25,0.06,2026.0,2260.0,2018
Southeast Missouri State,14.0,17.0,0.452,-8.12,-4.88,2355.0,2413.0,2018
Southeastern Louisiana,22.0,12.0,0.647,-6.4,-6.2,2439.0,2357.0,2018
Southern,15.0,18.0,0.455,-14.54,-9.57,2279.0,2369.0,2018
Southern California,24.0,12.0,0.667,12.81,6.29,2798.0,2563.0,2018
Southern Illinois,20.0,13.0,0.606,1.37,0.65,2308.0,2280.0,2018
SIU Edwardsville,9.0,21.0,0.3,-12.43,-3.36,2090.0,2362.0,2018
Southern Methodist,17.0,16.0,0.515,9.08,3.66,2293.0,2114.0,2018
Southern Mississippi,16.0,18.0,0.471,-4.26,1.31,2401.0,2449.0,2018
Southern Utah,13.0,19.0,0.406,-7.64,-0.87,2416.0,2583.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
St. Bonaventure,26.0,8.0,0.765,8.87,2.61,2620.0,2407.0,2018
St. Francis (NY),13.0,18.0,0.419,-12.24,-7.31,2260.0,2357.0,2018
St. John's (NY),16.0,17.0,0.485,10.29,10.69,2412.0,2397.0,2018
Stanford,19.0,16.0,0.543,8.08,7.14,2655.0,2622.0,2018
Stephen F. Austin,28.0,7.0,0.8,2.66,-6.47,2819.0,2386.0,2018
Stetson,12.0,20.0,0.375,-12.38,-6.45,2412.0,2496.0,2018
Stony Brook,13.0,19.0,0.406,-5.08,-2.28,2205.0,2249.0,2018
Syracuse,23.0,14.0,0.622,12.89,10.02,2466.0,2360.0,2018
TCU,21.0,12.0,0.636,16.38,9.68,2708.0,2487.0,2018
Temple,17.0,16.0,0.515,7.25,7.79,2308.0,2326.0,2018
Tennessee,26.0,9.0,0.743,18.2,10.12,2584.0,2301.0,2018
Tennessee State,15.0,15.0,0.5,-5.34,-2.98,1997.0,2010.0,2018
Tennessee Tech,19.0,14.0,0.576,-5.83,-3.54,2413.0,2388.0,2018
Tennessee-Martin,10.0,21.0,0.323,-10.52,-4.96,2135.0,2253.0,2018
Texas,19.0,15.0,0.559,13.96,10.67,2450.0,2338.0,2018
Texas A&M,22.0,13.0,0.629,15.3,10.62,2631.0,2467.0,2018
Texas A&M-Corpus Christi,11.0,18.0,0.379,-12.3,-6.57,1963.0,2057.0,2018
Texas Southern,16.0,20.0,0.444,-7.53,-5.53,2787.0,2859.0,2018
Texas State,15.0,18.0,0.455,-5.84,-3.45,2190.0,2172.0,2018
Texas Tech,27.0,10.0,0.73,19.38,9.6,2759.0,2397.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
Texas-Rio Grande Valley,15.0,18.0,0.455,-7.73,-2.86,2490.0,2584.0,2018
The Citadel,11.0,21.0,0.344,-13.64,-2.95,2639.0,2819.0,2018
Toledo,23.0,11.0,0.676,2.65,-1.75,2687.0,2532.0,2018
Towson,18.0,14.0,0.563,-0.12,-3.12,2446.0,2279.0,2018
Troy,16.0,17.0,0.485,-1.5,-2.12,2475.0,2408.0,2018
Tulane,14.0,17.0,0.452,1.21,2.08,2269.0,2296.0,2018
Tulsa,19.0,12.0,0.613,4.96,2.38,2277.0,2197.0,2018
UAB,20.0,13.0,0.606,4.9,-0.65,2536.0,2303.0,2018
UC Davis,22.0,11.0,0.667,0.87,-1.84,2388.0,2241.0,2018
UC Irvine,18.0,17.0,0.514,-0.22,-0.34,2440.0,2350.0,2018
UC Riverside,9.0,22.0,0.29,-8.5,-1.54,2024.0,2163.0,2018
UC Santa Barbara,23.0,9.0,0.719,2.1,-3.37,2425.0,2211.0,2018
UCF,19.0,13.0,0.594,4.76,3.76,2007.0,1975.0,2018
UCLA,21.0,12.0,0.636,12.07,6.86,2679.0,2507.0,2018
UNC Asheville,21.0,13.0,0.618,-3.92,-3.58,2557.0,2499.0,2018
UNC Greensboro,27.0,8.0,0.771,4.54,-3.87,2562.0,2189.0,2018
UNC Wilmington,11.0,21.0,0.344,-7.52,-1.15,2542.0,2668.0,2018
UT Arlington,21.0,13.0,0.618,2.2,-1.44,2640.0,2500.0,2018
Utah,23.0,12.0,0.657,11.39,6.39,2571.0,2396.0,2018
Utah State,17.0,17.0,0.5,2.31,2.65,2489.0,2466.0,2018
nan,,,,,,,,2018
School,,,,,,,,2018
Utah Valley,23.0,11.0,0.676,5.08,-1.76,2657.0,2310.0,2018
UTEP,11.0,20.0,0.355,-5.31,-0.21,2094.0,2197.0,2018
UTSA,20.0,15.0,0.571,-1.24,-0.93,2740.0,2628.0,2018
Valparaiso,15.0,17.0,0.469,0.63,0.93,2252.0,2182.0,2018
Vanderbilt,12.0,20.0,0.375,8.52,10.14,2316.0,2368.0,2018
Vermont,27.0,8.0,0.771,4.9,-3.16,2587.0,2277.0,2018
Villanova,36.0,4.0,0.9,26.64,10.24,3463.0,2807.0,2018
Virginia,31.0,3.0,0.912,22.2,9.05,2283.0,1836.0,2018
Virginia Commonwealth,18.0,15.0,0.545,3.55,2.43,2507.0,2470.0,2018
VMI,9.0,21.0,0.3,-15.43,-4.25,1954.0,2214.0,2018
Virginia Tech,21.0,12.0,0.636,14.35,6.71,2634.0,2382.0,2018
Wagner,23.0,10.0,0.697,-3.19,-6.9,2448.0,2256.0,2018
Wake Forest,11.0,20.0,0.355,7.76,8.79,2273.0,2305.0,2018
