team_name,wins,losses,win_pct,srs,sos,points_for,points_against,year
Charleston Southern,18.0,16.0,0.529,-2.43,-4.19,2574.0,2369.0,2019
Charlotte,8.0,21.0,0.276,-8.34,-0.89,1776.0,1992.0,2019
Chattanooga,12.0,20.0,0.375,-7.87,-0.76,2268.0,2376.0,2019
Chicago State,3.0,29.0,0.094,-24.83,0.67,1970.0,2710.0,2019
Cincinnati,28.0,7.0,0.8,14.53,5.5,2510.0,2194.0,2019
Clemson,20.0,14.0,0.588,13.85,8.99,2339.0,2174.0,2019
Cleveland State,10.0,21.0,0.323,-7.96,-1.52,2300.0,2437.0,2019
Coastal Carolina,17.0,17.0,0.5,-0.5,-1.94,2641.0,2520.0,2019
Colgate,24.0,11.0,0.686,1.23,-3.83,2648.0,2458.0,2019
College of Charleston,24.0,9.0,0.727,2.36,-2.95,2453.0,2265.0,2019
Colorado,23.0,13.0,0.639,9.68,3.6,2648.0,2429.0,2019
Colorado State,12.0,20.0,0.375,-0.11,1.41,2393.0,2406.0,2019
Columbia,10.0,18.0,0.357,-5.18,-2.14,2059.0,2052.0,2019
Connecticut,16.0,17.0,0.485,6.81,4.32,2436.0,2354.0,2019
Coppin State,8.0,25.0,0.242,-18.9,-7.11,2118.0,2507.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Cornell,15.0,16.0,0.484,-6.12,-2.02,2149.0,2211.0,2019
Creighton,20.0,15.0,0.571,12.0,8.59,2727.0,2561.0,2019
Dartmouth,11.0,19.0,0.367,-5.75,-3.0,2160.0,2116.0,2019
Davidson,24.0,10.0,0.706,6.38,1.96,2409.0,2229.0,2019
Dayton,21.0,12.0,0.636,9.67,2.91,2406.0,2183.0,2019
Delaware,17.0,16.0,0.515,-7.91,-4.82,2352.0,2380.0,2019
Delaware State,6.0,25.0,0.194,-26.82,-10.13,1956.0,2371.0,2019
Denver,8.0,22.0,0.267,-11.84,-2.97,2086.0,2319.0,2019
DePaul,19.0,17.0,0.528,6.0,4.05,2821.0,2751.0,2019
Detroit Mercy,11.0,20.0,0.355,-6.33,-0.36,2279.0,2464.0,2019
Drake,24.0,10.0,0.706,2.52,-0.66,2563.0,2387.0,2019
Drexel,13.0,19.0,0.406,-7.02,-2.93,2425.0,2475.0,2019
Duke,32.0,6.0,0.842,26.9,11.98,3143.0,2576.0,2019
Duquesne,19.0,13.0,0.594,0.53,-0.63,2351.0,2314.0,2019
East Carolina,10.0,21.0,0.323,-5.49,1.31,2088.0,2299.0,2019
East Tennessee State,24.0,10.0,0.706,5.21,-1.79,2707.0,2371.0,2019
Eastern Illinois,14.0,18.0,0.438,-11.81,-5.01,2299.0,2457.0,2019
Eastern Kentucky,13.0,18.0,0.419,-7.4,-2.47,2562.0,2577.0,2019
Eastern Michigan,15.0,17.0,0.469,0.4,4.43,2203.0,2213.0,2019
Eastern Washington,16.0,18.0,0.471,-6.77,-4.17,2460.0,2527.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Elon,11.0,21.0,0.344,-11.53,-3.56,2266.0,2445.0,2019
Evansville,11.0,21.0,0.344,-3.84,0.13,2234.0,2317.0,2019
Fairfield,9.0,22.0,0.29,-10.2,-7.14,2072.0,2167.0,2019
FDU,21.0,14.0,0.6,-6.09,-7.24,2620.0,2515.0,2019
Florida,20.0,16.0,0.556,15.42,11.22,2440.0,2289.0,2019
Florida A&M,12.0,19.0,0.387,-13.57,-8.09,1927.0,2057.0,2019
Florida Atlantic,17.0,16.0,0.515,-1.42,-1.76,2322.0,2243.0,2019
Florida Gulf Coast,14.0,18.0,0.438,-5.11,-1.48,2280.0,2360.0,2019
Florida International,20.0,14.0,0.588,-4.55,-1.45,2798.0,2734.0,2019
Florida State,29.0,8.0,0.784,17.99,10.26,2771.0,2485.0,2019
Fordham,12.0,20.0,0.375,-5.02,-2.4,2108.0,2141.0,2019
Fresno State,23.0,9.0,0.719,8.99,0.67,2448.0,2162.0,2019
Furman,25.0,8.0,0.758,7.46,-1.5,2562.0,2182.0,2019
Gardner-Webb,23.0,12.0,0.657,-2.61,-4.43,2718.0,2468.0,2019
George Mason,18.0,15.0,0.545,0.84,0.08,2314.0,2289.0,2019
George Washington,9.0,24.0,0.273,-6.65,1.2,2097.0,2356.0,2019
Georgetown,19.0,14.0,0.576,6.8,5.31,2625.0,2576.0,2019
Georgia,11.0,21.0,0.344,5.31,8.12,2274.0,2364.0,2019
Georgia Southern,21.0,12.0,0.636,3.75,0.13,2726.0,2489.0,2019
Georgia State,24.0,10.0,0.706,2.44,0.65,2598.0,2491.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Georgia Tech,14.0,18.0,0.438,6.93,8.15,2091.0,2130.0,2019
Gonzaga,33.0,4.0,0.892,27.79,5.01,3243.0,2400.0,2019
Grambling,17.0,17.0,0.5,-9.73,-9.34,2426.0,2336.0,2019
Grand Canyon,20.0,14.0,0.588,3.85,-1.49,2560.0,2353.0,2019
Green Bay,21.0,17.0,0.553,-2.24,-0.36,3090.0,3036.0,2019
Hampton,18.0,17.0,0.514,-3.34,-5.06,2847.0,2669.0,2019
Hartford,18.0,15.0,0.545,-3.95,-4.89,2477.0,2407.0,2019
Harvard,19.0,12.0,0.613,1.86,0.66,2222.0,2174.0,2019
Hawaii,18.0,13.0,0.581,-1.3,-3.61,2241.0,2131.0,2019
High Point,16.0,15.0,0.516,-5.63,-4.39,2115.0,2105.0,2019
Hofstra,27.0,8.0,0.771,4.68,-4.53,2919.0,2553.0,2019
Holy Cross,16.0,17.0,0.485,-6.43,-4.01,2216.0,2296.0,2019
Houston,33.0,4.0,0.892,18.91,4.61,2787.0,2258.0,2019
Houston Christian,12.0,18.0,0.4,-9.36,-5.53,2465.0,2484.0,2019
Howard,17.0,17.0,0.5,-12.3,-9.52,2684.0,2661.0,2019
Idaho,5.0,27.0,0.156,-18.74,-6.19,2174.0,2460.0,2019
Idaho State,11.0,19.0,0.367,-13.17,-4.81,2198.0,2369.0,2019
Illinois,12.0,21.0,0.364,8.95,11.53,2398.0,2483.0,2019
Illinois State,17.0,16.0,0.515,-2.06,0.25,2257.0,2314.0,2019
Illinois-Chicago,16.0,16.0,0.5,-3.15,-1.99,2391.0,2385.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Incarnate Word,6.0,25.0,0.194,-18.93,-5.11,2044.0,2355.0,2019
Indiana,19.0,16.0,0.543,13.82,10.1,2504.0,2374.0,2019
Indiana State,15.0,16.0,0.484,-2.72,0.62,2146.0,2218.0,2019
Iona,17.0,16.0,0.515,-4.78,-5.5,2532.0,2508.0,2019
Iowa,23.0,12.0,0.657,14.27,9.84,2740.0,2585.0,2019
Iowa State,23.0,12.0,0.657,18.07,9.3,2692.0,2385.0,2019
IU Indy,16.0,17.0,0.485,-2.72,-3.04,2507.0,2429.0,2019
Jackson State,13.0,19.0,0.406,-14.6,-9.33,1974.0,2107.0,2019
Jacksonville,12.0,20.0,0.375,-8.27,-4.74,2385.0,2402.0,2019
Jacksonville State,24.0,9.0,0.727,1.59,-5.47,2574.0,2283.0,2019
James Madison,14.0,19.0,0.424,-8.52,-4.07,2322.0,2409.0,2019
Kansas,26.0,10.0,0.722,18.35,12.79,2725.0,2525.0,2019
Kansas City,11.0,21.0,0.344,-6.61,-1.55,2220.0,2341.0,2019
Kansas State,25.0,9.0,0.735,15.39,9.18,2236.0,2025.0,2019
Kennesaw State,6.0,26.0,0.188,-16.17,-1.04,2030.0,2455.0,2019
Kent State,22.0,11.0,0.667,1.26,0.61,2481.0,2417.0,2019
Kentucky,30.0,7.0,0.811,21.43,10.29,2806.0,2394.0,2019
La Salle,10.0,21.0,0.323,-3.61,1.29,2091.0,2243.0,2019
Lafayette,10.0,20.0,0.333,-11.17,-4.93,2209.0,2349.0,2019
Lamar,20.0,13.0,0.606,-5.94,-7.22,2597.0,2322.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Lehigh,20.0,11.0,0.645,-2.34,-4.46,2479.0,2413.0,2019
Liberty,29.0,7.0,0.806,5.27,-3.88,2654.0,2209.0,2019
Lipscomb,29.0,8.0,0.784,9.21,-1.2,3076.0,2597.0,2019
Little Rock,10.0,21.0,0.323,-4.87,-2.07,2301.0,2353.0,2019
Long Beach State,15.0,19.0,0.441,-4.57,-0.44,2545.0,2584.0,2019
Long Island University,16.0,16.0,0.5,-8.99,-9.08,2373.0,2337.0,2019
Longwood,16.0,18.0,0.471,-8.43,-6.62,2407.0,2408.0,2019
Louisiana,19.0,13.0,0.594,-2.07,-1.51,2612.0,2575.0,2019
Louisiana State,28.0,7.0,0.8,16.5,9.16,2815.0,2558.0,2019
Louisiana Tech,20.0,13.0,0.606,0.95,-2.31,2386.0,2235.0,2019
Louisiana-Monroe,19.0,16.0,0.543,0.81,-1.96,2773.0,2637.0,2019
Louisville,20.0,14.0,0.588,17.28,11.04,2536.0,2324.0,2019
Loyola (IL),20.0,14.0,0.588,3.99,-0.16,2231.0,2066.0,2019
Loyola (MD),11.0,21.0,0.344,-9.13,-4.6,2332.0,2477.0,2019
Loyola Marymount,22.0,12.0,0.647,2.93,0.9,2278.0,2125.0,2019
Maine,5.0,27.0,0.156,-15.11,-4.21,1988.0,2271.0,2019
Manhattan,11.0,21.0,0.344,-12.89,-7.32,1833.0,2011.0,2019
Marist,12.0,19.0,0.387,-9.49,-7.53,2086.0,2147.0,2019
Marquette,24.0,10.0,0.706,14.78,6.96,2629.0,2363.0,2019
Marshall,23.0,14.0,0.622,-0.64,-0.61,2978.0,2979.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Maryland,23.0,11.0,0.676,16.01,10.09,2429.0,2228.0,2019
Maryland-Baltimore County,21.0,13.0,0.618,-5.85,-5.85,2296.0,2177.0,2019
Maryland-Eastern Shore,7.0,25.0,0.219,-24.21,-7.91,1833.0,2291.0,2019
Massachusetts,11.0,21.0,0.344,-3.02,-0.18,2263.0,2354.0,2019
Massachusetts-Lowell,15.0,17.0,0.469,-8.28,-6.95,2456.0,2420.0,2019
McNeese State,9.0,22.0,0.29,-14.41,-6.15,2149.0,2303.0,2019
Memphis,22.0,14.0,0.611,10.7,5.09,2882.0,2680.0,2019
Mercer,11.0,20.0,0.355,-2.86,-0.24,2248.0,2246.0,2019
Miami (FL),14.0,18.0,0.438,9.39,8.7,2297.0,2275.0,2019
Miami (OH),15.0,17.0,0.469,0.77,2.31,2267.0,2233.0,2019
Michigan,30.0,7.0,0.811,21.82,10.55,2575.0,2158.0,2019
Michigan State,32.0,7.0,0.821,24.93,12.34,3025.0,2534.0,2019
Middle Tennessee,11.0,21.0,0.344,-6.09,1.44,2141.0,2313.0,2019
Milwaukee,9.0,22.0,0.29,-8.9,-2.5,2146.0,2315.0,2019
Minnesota,22.0,14.0,0.611,12.52,11.27,2543.0,2498.0,2019
Mississippi,20.0,13.0,0.606,12.32,8.13,2485.0,2347.0,2019
Mississippi State,23.0,11.0,0.676,15.96,9.07,2628.0,2394.0,2019
Mississippi Valley State,6.0,26.0,0.188,-22.47,-6.99,2058.0,2498.0,2019
Missouri,15.0,17.0,0.469,8.6,9.16,2150.0,2168.0,2019
Missouri State,16.0,16.0,0.5,-1.2,-1.03,2206.0,2157.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Monmouth,14.0,21.0,0.4,-10.66,-4.83,2286.0,2490.0,2019
Montana,26.0,9.0,0.743,1.5,-5.05,2665.0,2397.0,2019
Montana State,15.0,17.0,0.469,-7.91,-5.81,2502.0,2552.0,2019
Morehead State,13.0,20.0,0.394,-7.73,-1.76,2431.0,2543.0,2019
Morgan State,9.0,21.0,0.3,-15.98,-10.7,2161.0,2304.0,2019
Mount St. Mary's,9.0,22.0,0.29,-14.57,-6.02,2092.0,2286.0,2019
Murray State,28.0,5.0,0.848,8.96,-3.11,2727.0,2255.0,2019
Navy,12.0,19.0,0.387,-10.09,-4.0,2061.0,2250.0,2019
NC State,24.0,12.0,0.667,14.94,6.22,2882.0,2568.0,2019
Nebraska,19.0,17.0,0.528,14.85,11.31,2586.0,2421.0,2019
Nevada,29.0,5.0,0.853,16.0,2.68,2723.0,2270.0,2019
Nevada-Las Vegas,17.0,14.0,0.548,1.58,0.48,2276.0,2242.0,2019
New Hampshire,5.0,24.0,0.172,-18.66,-6.03,1742.0,1990.0,2019
New Mexico,14.0,18.0,0.438,-0.55,1.61,2443.0,2454.0,2019
New Mexico State,30.0,5.0,0.857,10.05,-2.38,2734.0,2259.0,2019
New Orleans,19.0,14.0,0.576,-8.88,-6.47,2384.0,2325.0,2019
Niagara,13.0,19.0,0.406,-11.33,-7.77,2318.0,2432.0,2019
Nicholls State,14.0,17.0,0.452,-11.87,-6.98,2260.0,2302.0,2019
NJIT,22.0,13.0,0.629,-3.63,-4.74,2472.0,2401.0,2019
Norfolk State,22.0,14.0,0.611,-8.04,-8.74,2652.0,2503.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
North Alabama,10.0,22.0,0.313,-11.0,-1.69,2145.0,2358.0,2019
North Carolina,29.0,7.0,0.806,23.94,11.35,3089.0,2636.0,2019
North Carolina A&T,19.0,13.0,0.594,-11.24,-9.88,2241.0,2209.0,2019
North Carolina Central,18.0,16.0,0.529,-11.53,-11.24,2429.0,2266.0,2019
North Dakota,12.0,18.0,0.4,-8.78,-3.55,2220.0,2196.0,2019
North Dakota State,19.0,16.0,0.543,-4.01,-2.07,2556.0,2541.0,2019
North Florida,16.0,17.0,0.485,-3.47,-0.7,2485.0,2531.0,2019
North Texas,21.0,12.0,0.636,-0.25,-3.48,2302.0,2077.0,2019
Northeastern,23.0,11.0,0.676,3.95,-0.7,2564.0,2406.0,2019
Northern Arizona,10.0,21.0,0.323,-10.75,-6.23,2262.0,2402.0,2019
Northern Colorado,21.0,11.0,0.656,-3.92,-6.76,2450.0,2229.0,2019
Northern Illinois,17.0,17.0,0.5,2.58,1.11,2506.0,2413.0,2019
Northern Iowa,16.0,18.0,0.471,-1.54,0.62,2215.0,2230.0,2019
Northern Kentucky,26.0,9.0,0.743,4.67,-2.39,2747.0,2410.0,2019
Northwestern,13.0,19.0,0.406,9.97,9.16,2108.0,2082.0,2019
Northwestern State,11.0,20.0,0.355,-17.06,-5.99,2051.0,2280.0,2019
Notre Dame,14.0,19.0,0.424,7.97,8.28,2266.0,2276.0,2019
Oakland,16.0,17.0,0.485,-2.27,-1.48,2534.0,2515.0,2019
Ohio,14.0,17.0,0.452,-1.84,3.16,2174.0,2288.0,2019
Ohio State,20.0,15.0,0.571,13.89,11.0,2419.0,2318.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Oklahoma,20.0,14.0,0.588,15.3,12.21,2423.0,2318.0,2019
Oklahoma State,12.0,20.0,0.375,8.09,11.53,2178.0,2288.0,2019
Old Dominion,26.0,9.0,0.743,3.74,-1.18,2298.0,2130.0,2019
Omaha,21.0,11.0,0.656,-2.32,-3.39,2523.0,2454.0,2019
Oral Roberts,11.0,21.0,0.344,-9.34,-1.91,2314.0,2483.0,2019
Oregon,25.0,13.0,0.658,13.95,6.13,2661.0,2364.0,2019
Oregon State,18.0,13.0,0.581,7.84,4.29,2275.0,2165.0,2019
Pacific,14.0,18.0,0.438,-2.46,1.97,2138.0,2241.0,2019
Penn State,14.0,18.0,0.438,12.55,11.51,2229.0,2196.0,2019
Pennsylvania,19.0,12.0,0.613,2.04,-0.76,2250.0,2117.0,2019
Pepperdine,16.0,18.0,0.471,0.9,0.63,2572.0,2529.0,2019
Pittsburgh,14.0,19.0,0.424,7.88,6.69,2306.0,2267.0,2019
Portland,7.0,25.0,0.219,-10.8,0.51,2078.0,2389.0,2019
Portland State,16.0,16.0,0.5,-8.95,-5.78,2475.0,2404.0,2019
Prairie View,22.0,13.0,0.629,-7.29,-9.17,2627.0,2547.0,2019
Presbyterian,20.0,16.0,0.556,-3.56,-5.35,2817.0,2610.0,2019
Princeton,16.0,12.0,0.571,-3.43,-0.89,1948.0,1951.0,2019
Providence,18.0,16.0,0.529,8.29,6.71,2428.0,2374.0,2019
Purdue,26.0,10.0,0.722,21.4,11.99,2760.0,2421.0,2019
Purdue Fort Wayne,18.0,15.0,0.545,-3.47,-3.6,2728.0,2556.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Quinnipiac,16.0,15.0,0.516,-6.78,-8.03,2294.0,2255.0,2019
Radford,22.0,11.0,0.667,1.28,-1.95,2440.0,2247.0,2019
Rhode Island,18.0,15.0,0.545,2.83,1.19,2293.0,2239.0,2019
Rice,13.0,19.0,0.406,-6.56,-2.06,2367.0,2481.0,2019
Richmond,13.0,20.0,0.394,-1.37,-0.79,2314.0,2333.0,2019
Rider,16.0,15.0,0.516,-4.96,-6.51,2381.0,2333.0,2019
Robert Morris,18.0,17.0,0.514,-9.41,-7.62,2448.0,2403.0,2019
Rutgers,14.0,17.0,0.452,8.89,9.76,2105.0,2132.0,2019
Sacramento State,15.0,16.0,0.484,-8.78,-6.78,2197.0,2155.0,2019
Sacred Heart,15.0,17.0,0.469,-7.88,-8.11,2558.0,2509.0,2019
Saint Francis (PA),18.0,15.0,0.545,-8.74,-6.16,2517.0,2510.0,2019
Saint Joseph's,14.0,19.0,0.424,-0.43,1.66,2328.0,2397.0,2019
Saint Louis,23.0,13.0,0.639,5.06,2.23,2399.0,2297.0,2019
Saint Mary's (CA),22.0,12.0,0.647,12.58,4.4,2463.0,2185.0,2019
Saint Peter's,10.0,22.0,0.313,-12.15,-6.4,2012.0,2196.0,2019
Sam Houston,21.0,12.0,0.636,-3.17,-5.84,2476.0,2307.0,2019
Samford,17.0,16.0,0.515,0.69,-2.03,2583.0,2487.0,2019
San Diego,21.0,15.0,0.583,6.12,3.61,2591.0,2455.0,2019
San Diego State,21.0,13.0,0.618,5.29,2.47,2437.0,2291.0,2019
San Francisco,21.0,10.0,0.677,8.56,1.13,2358.0,2101.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
San Jose State,4.0,27.0,0.129,-16.37,0.59,2042.0,2534.0,2019
Santa Clara,16.0,15.0,0.516,-1.91,0.92,2115.0,2172.0,2019
Savannah State,11.0,20.0,0.355,-20.51,-9.04,2360.0,2694.0,2019
Seattle,18.0,15.0,0.545,-1.47,-3.85,2420.0,2283.0,2019
Seton Hall,20.0,14.0,0.588,10.25,8.34,2508.0,2443.0,2019
Siena,17.0,16.0,0.515,-7.9,-6.47,2131.0,2178.0,2019
South Alabama,17.0,17.0,0.5,-4.46,-2.71,2478.0,2465.0,2019
South Carolina,16.0,16.0,0.5,8.34,9.63,2327.0,2316.0,2019
South Carolina State,8.0,26.0,0.235,-16.86,-8.3,2388.0,2593.0,2019
South Carolina Upstate,6.0,26.0,0.188,-15.3,-4.27,2169.0,2395.0,2019
South Dakota,13.0,17.0,0.433,-5.52,-3.06,2118.0,2136.0,2019
South Dakota State,24.0,9.0,0.727,5.92,-4.74,2789.0,2425.0,2019
South Florida,24.0,14.0,0.632,5.96,1.69,2752.0,2553.0,2019
Southeast Missouri State,10.0,21.0,0.323,-11.32,-4.39,2216.0,2378.0,2019
Southeastern Louisiana,17.0,16.0,0.515,-7.59,-6.3,2224.0,2228.0,2019
Southern,7.0,25.0,0.219,-16.79,-7.37,2077.0,2360.0,2019
Southern California,16.0,17.0,0.485,8.23,4.96,2518.0,2410.0,2019
Southern Illinois,17.0,15.0,0.531,1.39,-0.17,2194.0,2144.0,2019
SIU Edwardsville,10.0,21.0,0.323,-14.47,-5.06,2265.0,2520.0,2019
Southern Methodist,15.0,17.0,0.469,5.81,4.12,2303.0,2249.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Southern Mississippi,20.0,13.0,0.606,2.58,-0.83,2392.0,2160.0,2019
Southern Utah,17.0,17.0,0.5,-8.91,-6.22,2573.0,2566.0,2019
St. Bonaventure,18.0,16.0,0.529,3.34,0.25,2250.0,2145.0,2019
St. Francis (NY),17.0,16.0,0.515,-10.19,-8.45,2345.0,2320.0,2019
St. John's (NY),21.0,13.0,0.618,7.88,5.5,2623.0,2542.0,2019
Stanford,15.0,16.0,0.484,6.03,5.13,2255.0,2227.0,2019
Stephen F. Austin,14.0,16.0,0.467,-10.99,-5.92,2105.0,2161.0,2019
Stetson,7.0,24.0,0.226,-15.01,-3.46,2151.0,2429.0,2019
Stony Brook,24.0,9.0,0.727,-2.1,-6.48,2364.0,2188.0,2019
Syracuse,20.0,14.0,0.588,13.73,10.09,2370.0,2246.0,2019
TCU,23.0,14.0,0.622,13.81,9.6,2730.0,2574.0,2019
Temple,23.0,10.0,0.697,8.17,4.93,2465.0,2358.0,2019
Tennessee,31.0,6.0,0.838,21.55,10.16,3035.0,2580.0,2019
Tennessee State,9.0,21.0,0.3,-11.62,-3.15,2182.0,2332.0,2019
Tennessee Tech,8.0,23.0,0.258,-14.76,-3.0,2104.0,2350.0,2019
Tennessee-Martin,12.0,19.0,0.387,-10.94,-4.32,2356.0,2486.0,2019
Texas,21.0,16.0,0.568,16.06,11.46,2628.0,2458.0,2019
Texas A&M,14.0,18.0,0.438,7.21,8.59,2253.0,2297.0,2019
Texas A&M-Corpus Christi,14.0,18.0,0.438,-9.11,-5.68,2126.0,2124.0,2019
Texas Southern,24.0,14.0,0.632,-5.55,-6.99,3102.0,3008.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Texas State,24.0,10.0,0.706,1.54,-3.0,2470.0,2204.0,2019
Texas Tech,31.0,7.0,0.816,22.79,9.53,2765.0,2261.0,2019
Texas-Rio Grande Valley,20.0,17.0,0.541,-2.04,-1.61,2634.0,2623.0,2019
The Citadel,12.0,18.0,0.4,-7.94,0.03,2553.0,2584.0,2019
Toledo,25.0,8.0,0.758,8.21,0.71,2537.0,2256.0,2019
Towson,10.0,22.0,0.313,-8.44,-3.57,2170.0,2294.0,2019
Troy,12.0,18.0,0.4,-6.12,-1.01,2179.0,2242.0,2019
Tulane,4.0,27.0,0.129,-6.72,3.63,2082.0,2403.0,2019
Tulsa,18.0,14.0,0.563,4.65,3.86,2296.0,2271.0,2019
UAB,20.0,15.0,0.571,0.36,-1.52,2470.0,2370.0,2019
UC Davis,11.0,20.0,0.355,-6.26,-1.5,2038.0,2128.0,2019
UC Irvine,31.0,6.0,0.838,5.7,-2.3,2675.0,2353.0,2019
UC Riverside,10.0,23.0,0.303,-11.12,-3.19,2153.0,2279.0,2019
UC Santa Barbara,22.0,10.0,0.688,-1.62,-5.55,2350.0,2114.0,2019
UCF,24.0,9.0,0.727,13.37,5.58,2385.0,2128.0,2019
UCLA,17.0,16.0,0.515,7.17,6.78,2580.0,2567.0,2019
UNC Asheville,4.0,27.0,0.129,-19.81,-2.35,1857.0,2313.0,2019
UNC Greensboro,29.0,7.0,0.806,4.08,-0.9,2738.0,2443.0,2019
UNC Wilmington,10.0,23.0,0.303,-8.1,-2.04,2515.0,2670.0,2019
UT Arlington,17.0,16.0,0.515,-0.5,0.84,2284.0,2303.0,2019
nan,,,,,,,,2019
School,,,,,,,,2019
Utah,17.0,14.0,0.548,6.13,5.1,2343.0,2311.0,2019
Utah State,28.0,7.0,0.8,11.98,0.89,2753.0,2349.0,2019
Utah Valley,25.0,10.0,0.714,3.0,-2.3,2697.0,2474.0,2019
UTEP,8.0,21.0,0.276,-8.23,-1.71,1859.0,2001.0,2019
UTSA,17.0,15.0,0.531,0.69,0.05,2481.0,2407.0,2019
Valparaiso,15.0,18.0,0.455,-3.38,-1.0,2205.0,2187.0,2019
Vanderbilt,9.0,23.0,0.281,3.57,7.79,2180.0,2315.0,2019
Vermont,27.0,7.0,0.794,4.88,-4.18,2508.0,2143.0,2019
Villanova,26.0,10.0,0.722,14.33,7.97,2654.0,2425.0,2019
Virginia,35.0,3.0,0.921,25.46,10.15,2714.0,2132.0,2019
Virginia Commonwealth,25.0,8.0,0.758,11.96,2.87,2344.0,2044.0,2019
VMI,11.0,21.0,0.344,-10.5,0.09,2433.0,2617.0,2019
Virginia Tech,26.0,9.0,0.743,19.28,7.79,2574.0,2172.0,2019
