year,round,region,slot,team1,seed1,score1,team2,seed2,score2,winner
2013,R32,South,3,Minnesota,11,64.0,Florida,3,78.0,Florida
2013,R32,South,4,San Diego State,7,71.0,Florida Gulf Coast,15,81.0,Florida Gulf Coast
2013,S16,South,1,Kansas,1,85.0,Michigan,4,87.0,Michigan
2013,S16,South,2,Florida,3,62.0,Florida Gulf Coast,15,50.0,Florida
2013,E8,South,1,Michigan,4,79.0,Florida,3,59.0,Michigan
2013,R64,West,1,Gonzaga,1,64.0,Southern,16,58.0,Gonzaga
2013,R64,West,2,Pitt,8,55.0,Wichita State,9,73.0,Wichita State
2013,R64,West,3,Wisconsin,5,46.0,Ole Miss,12,57.0,Ole Miss
2013,R64,West,4,Kansas State,4,61.0,La Salle,13,63.0,La Salle
2013,R64,West,5,Arizona,6,81.0,Belmont,11,64.0,Arizona
2013,R64,West,6,New Mexico,3,62.0,Harvard,14,68.0,Harvard
2013,R64,West,7,Notre Dame,7,58.0,Iowa State,10,76.0,Iowa State
2013,R64,West,8,Ohio State,2,95.0,Iona,15,70.0,Ohio State
2013,R32,West,1,Gonzaga,1,70.0,Wichita State,9,76.0,Wichita State
2013,R32,West,2,Ole Miss,12,74.0,La Salle,13,76.0,La Salle
2013,R32,West,3,Arizona,6,74.0,Harvard,14,51.0,Arizona
2013,R32,West,4,Iowa State,10,75.0,Ohio State,2,78.0,Ohio State
2013,S16,West,1,Wichita State,9,72.0,La Salle,13,58.0,Wichita State
2013,S16,West,2,Arizona,6,70.0,Ohio State,2,73.0,Ohio State
2013,E8,West,1,Wichita State,9,70.0,Ohio State,2,66.0,Wichita State
2013,F4,,1,Syracuse,4,56.0,Michigan,4,61.0,Michigan
2013,F4,,2,Louisville,1,72.0,Wichita State,9,68.0,Louisville
2013,NCG,,1,Michigan,4,76.0,Louisville,1,82.0,Louisville
2014,R64,East,1,Virginia,1,70.0,Coastal Carolina,16,59.0,Virginia
2014,R64,East,2,Memphis,8,71.0,George Washington,9,66.0,Memphis
2014,R64,East,3,Cincinnati,5,57.0,Harvard,12,61.0,Harvard
2014,R64,East,4,Michigan State,4,93.0,Delaware,13,78.0,Michigan State
2014,R64,East,5,UNC,6,79.0,Providence,11,77.0,UNC
2014,R64,East,6,Iowa State,3,93.0,North Carolina Central,14,75.0,Iowa State
2014,R64,East,7,UConn,7,89.0,Saint Joseph's,10,81.0,UConn
2014,R64,East,8,Villanova,2,73.0,Milwaukee,15,53.0,Villanova
2014,R32,East,1,Virginia,1,78.0,Memphis,8,60.0,Virginia
2014,R32,East,2,Harvard,12,73.0,Michigan State,4,80.0,Michigan State
2014,R32,East,3,UNC,6,83.0,Iowa State,3,85.0,Iowa State
2014,R32,East,4,UConn,7,77.0,Villanova,2,65.0,UConn
2014,S16,East,1,Virginia,1,59.0,Michigan State,4,61.0,Michigan State
2014,S16,East,2,Iowa State,3,76.0,UConn,7,81.0,UConn
2014,E8,East,1,Michigan State,4,54.0,UConn,7,60.0,UConn
2014,R64,Midwest,1,Wichita State,1,64.0,Cal Poly,16,37.0,Wichita State
2014,R64,Midwest,2,Kentucky,8,56.0,Kansas State,9,49.0,Kentucky
2014,R64,Midwest,3,Saint Louis,5,83.0,NC State,12,80.0,Saint Louis
2014,R64,Midwest,4,Louisville,4,71.0,Manhattan,13,64.0,Louisville
2014,R64,Midwest,5,UMass,6,67.0,Tennessee,11,86.0,Tennessee
2014,R64,Midwest,6,Duke,3,71.0,Mercer,14,78.0,Mercer
2014,R64,Midwest,7,Texas,7,87.0,Arizona State,10,85.0,Texas
2014,R64,Midwest,8,Michigan,2,57.0,Wofford,15,40.0,Michigan
2014,R32,Midwest,1,Wichita State,1,76.0,Kentucky,8,78.0,Kentucky
2014,R32,Midwest,2,Saint Louis,5,51.0,Louisville,4,66.0,Louisville
2014,R32,Midwest,3,Tennessee,11,83.0,Mercer,14,63.0,Tennessee
2014,R32,Midwest,4,Texas,7,65.0,Michigan,2,79.0,Michigan
2014,S16,Midwest,1,Kentucky,8,74.0,Louisville,4,69.0,Kentucky
2014,S16,Midwest,2,Tennessee,11,71.0,Michigan,2,73.0,Michigan
2014,E8,Midwest,1,Kentucky,8,75.0,Michigan,2,72.0,Kentucky
2014,R64,South,1,Florida,1,67.0,Albany (NY),16,55.0,Florida
2014,R64,South,2,Colorado,8,48.0,Pitt,9,77.0,Pitt
2014,R64,South,3,VCU,5,75.0,Stephen F. Austin,12,77.0,Stephen F. Austin
2014,R64,South,4,UCLA,4,76.0,Tulsa,13,59.0,UCLA
2014,R64,South,5,Ohio State,6,59.0,Dayton,11,60.0,Dayton
2014,R64,South,6,Syracuse,3,77.0,Western Michigan,14,53.0,Syracuse
2014,R64,South,7,New Mexico,7,53.0,Stanford,10,58.0,Stanford
2014,R64,South,8,Kansas,2,80.0,Eastern Kentucky,15,69.0,Kansas
2014,R32,South,1,Florida,1,61.0,Pitt,9,45.0,Florida
2014,R32,South,2,Stephen F. Austin,12,60.0,UCLA,4,77.0,UCLA
2014,R32,South,3,Dayton,11,55.0,Syracuse,3,53.0,Dayton
2014,R32,South,4,Stanford,10,60.0,Kansas,2,57.0,Stanford
2014,S16,South,1,Florida,1,79.0,UCLA,4,68.0,Florida
2014,S16,South,2,Dayton,11,82.0,Stanford,10,72.0,Dayton
2014,E8,South,1,Florida,1,62.0,Dayton,11,52.0,Florida
2014,R64,West,1,Arizona,1,68.0,Weber State,16,59.0,Arizona
2014,R64,West,2,Gonzaga,8,85.0,Oklahoma State,9,77.0,Gonzaga
2014,R64,West,3,Oklahoma,5,75.0,North Dakota State,12,80.0,North Dakota State
2014,R64,West,4,San Diego State,4,73.0,New Mexico State,13,69.0,San Diego State
2014,R64,West,5,Baylor,6,74.0,Nebraska,11,60.0,Baylor
2014,R64,West,6,Creighton,3,76.0,Louisiana,14,66.0,Creighton
2014,R64,West,7,Oregon,7,87.0,BYU,10,68.0,Oregon
2014,R64,West,8,Wisconsin,2,75.0,American,15,35.0,Wisconsin
2014,R32,West,1,Arizona,1,84.0,Gonzaga,8,61.0,Arizona
2014,R32,West,2,North Dakota State,12,44.0,San Diego State,4,63.0,San Diego State
2014,R32,West,3,Baylor,6,85.0,Creighton,3,55.0,Baylor
2014,R32,West,4,Oregon,7,77.0,Wisconsin,2,85.0,Wisconsin
2014,S16,West,1,Arizona,1,70.0,San Diego State,4,64.0,Arizona
2014,S16,West,2,Baylor,6,52.0,Wisconsin,2,69.0,Wisconsin
2014,E8,West,1,Arizona,1,63.0,Wisconsin,2,64.0,Wisconsin
2014,F4,,1,UConn,7,63.0,Florida,1,53.0,UConn
2014,F4,,2,Kentucky,8,74.0,Wisconsin,2,73.0,Kentucky
2014,NCG,,1,UConn,7,60.0,Kentucky,8,54.0,UConn
2015,R64,East,1,Villanova,1,93.0,Lafayette,16,52.0,Villanova
2015,R64,East,2,NC State,8,66.0,LSU,9,65.0,NC State
2015,R64,East,3,Northern Iowa,5,71.0,Wyoming,12,54.0,Northern Iowa
2015,R64,East,4,Louisville,4,57.0,UC Irvine,13,55.0,Louisville
2015,R64,East,5,Providence,6,53.0,Dayton,11,66.0,Dayton
2015,R64,East,6,Oklahoma,3,69.0,Albany (NY),14,60.0,Oklahoma
2015,R64,East,7,Michigan State,7,70.0,Georgia,10,63.0,Michigan State
2015,R64,East,8,Virginia,2,79.0,Belmont,15,67.0,Virginia
2015,R32,East,1,Villanova,1,68.0,NC State,8,71.0,NC State
2015,R32,East,2,Northern Iowa,5,53.0,Louisville,4,66.0,Louisville
2015,R32,East,3,Dayton,11,66.0,Oklahoma,3,72.0,Oklahoma
2015,R32,East,4,Michigan State,7,60.0,Virginia,2,54.0,Michigan State
2015,S16,East,1,NC State,8,65.0,Louisville,4,75.0,Louisville
2015,S16,East,2,Oklahoma,3,58.0,Michigan State,7,62.0,Michigan State
2015,E8,East,1,Louisville,4,70.0,Michigan State,7,76.0,Michigan State
2015,R64,Midwest,1,Kentucky,1,79.0,Hampton,16,56.0,Kentucky
2015,R64,Midwest,2,Cincinnati,8,66.0,Purdue,9,65.0,Cincinnati
2015,R64,Midwest,3,West Virginia,5,68.0,Buffalo,12,62.0,West Virginia
2015,R64,Midwest,4,Maryland,4,65.0,Valparaiso,13,62.0,Maryland
2015,R64,Midwest,5,Butler,6,56.0,Texas,11,48.0,Butler
2015,R64,Midwest,6,Notre Dame,3,69.0,Northeastern,14,65.0,Notre Dame
2015,R64,Midwest,7,Wichita State,7,81.0,Indiana,10,76.0,Wichita State
2015,R64,Midwest,8,Kansas,2,75.0,New Mexico State,15,56.0,Kansas
2015,R32,Midwest,1,Kentucky,1,64.0,Cincinnati,8,51.0,Kentucky
2015,R32,Midwest,2,West Virginia,5,69.0,Maryland,4,59.0,West Virginia
2015,R32,Midwest,3,Butler,6,64.0,Notre Dame,3,67.0,Notre Dame
2015,R32,Midwest,4,Wichita State,7,78.0,Kansas,2,65.0,Wichita State
2015,S16,Midwest,1,Kentucky,1,78.0,West Virginia,5,39.0,Kentucky
2015,S16,Midwest,2,Notre Dame,3,81.0,Wichita State,7,70.0,Notre Dame
2015,E8,Midwest,1,Kentucky,1,68.0,Notre Dame,3,66.0,Kentucky
2015,R64,South,1,Duke,1,85.0,Robert Morris,16,56.0,Duke
2015,R64,South,2,San Diego State,8,76.0,St. John's (NY),9,64.0,San Diego State
2015,R64,South,3,Utah,5,57.0,Stephen F. Austin,12,50.0,Utah
2015,R64,South,4,Georgetown,4,84.0,Eastern Washington,13,74.0,Georgetown
2015,R64,South,5,SMU,6,59.0,UCLA,11,60.0,UCLA
2015,R64,South,6,Iowa State,3,59.0,UAB,14,60.0,UAB
2015,R64,South,7,Iowa,7,83.0,Davidson,10,52.0,Iowa
2015,R64,South,8,Gonzaga,2,86.0,North Dakota State,15,76.0,Gonzaga
2015,R32,South,1,Duke,1,68.0,San Diego State,8,49.0,Duke
2015,R32,South,2,Utah,5,75.0,Georgetown,4,64.0,Utah
2015,R32,South,3,UCLA,11,92.0,UAB,14,75.0,UCLA
2015,R32,South,4,Iowa,7,68.0,Gonzaga,2,87.0,Gonzaga
2015,S16,South,1,Duke,1,63.0,Utah,5,57.0,Duke
2015,S16,South,2,UCLA,11,62.0,Gonzaga,2,74.0,Gonzaga
2015,E8,South,1,Duke,1,66.0,Gonzaga,2,52.0,Duke
2015,R64,West,1,Wisconsin,1,86.0,Coastal Carolina,16,72.0,Wisconsin
2015,R64,West,2,Oregon,8,79.0,Oklahoma State,9,73.0,Oregon
2015,R64,West,3,Arkansas,5,56.0,Wofford,12,53.0,Arkansas
2015,R64,West,4,UNC,4,67.0,Harvard,13,65.0,UNC
2015,R64,West,5,Xavier,6,76.0,Ole Miss,11,57.0,Xavier
2015,R64,West,6,Baylor,3,56.0,Georgia State,14,57.0,Georgia State
2015,R64,West,7,VCU,7,72.0,Ohio State,10,75.0,Ohio State
2015,R64,West,8,Arizona,2,93.0,Texas Southern,15,72.0,Arizona
2015,R32,West,1,Wisconsin,1,72.0,Oregon,8,65.0,Wisconsin
2015,R32,West,2,Arkansas,5,78.0,UNC,4,87.0,UNC
2015,R32,West,3,Xavier,6,75.0,Georgia State,14,67.0,Xavier
2015,R32,West,4,Ohio State,10,58.0,Arizona,2,73.0,Arizona
2015,S16,West,1,Wisconsin,1,79.0,UNC,4,72.0,Wisconsin
2015,S16,West,2,Xavier,6,60.0,Arizona,2,68.0,Arizona
2015,E8,West,1,Wisconsin,1,85.0,Arizona,2,78.0,Wisconsin
2015,F4,,1,Michigan State,7,61.0,Duke,1,81.0,Duke
2015,F4,,2,Kentucky,1,64.0,Wisconsin,1,71.0,Wisconsin
2015,NCG,,1,Duke,1,68.0,Wisconsin,1,63.0,Duke
2016,R64,East,1,UNC,1,83.0,Florida Gulf Coast,16,67.0,UNC
2016,R64,East,2,USC,8,69.0,Providence,9,70.0,Providence
2016,R64,East,3,Indiana,5,99.0,Chattanooga,12,74.0,Indiana
2016,R64,East,4,Kentucky,4,85.0,Stony Brook,13,57.0,Kentucky
2016,R64,East,5,Notre Dame,6,70.0,Michigan,11,63.0,Notre Dame
2016,R64,East,6,West Virginia,3,56.0,Stephen F. Austin,14,70.0,Stephen F. Austin
2016,R64,East,7,Wisconsin,7,47.0,Pitt,10,43.0,Wisconsin
2016,R64,East,8,Xavier,2,71.0,Weber State,15,53.0,Xavier
2016,R32,East,1,UNC,1,85.0,Providence,9,66.0,UNC
2016,R32,East,2,Indiana,5,73.0,Kentucky,4,67.0,Indiana
2016,R32,East,3,Notre Dame,6,76.0,Stephen F. Austin,14,75.0,Notre Dame
2016,R32,East,4,Wisconsin,7,66.0,Xavier,2,63.0,Wisconsin
2016,S16,East,1,UNC,1,101.0,Indiana,5,86.0,UNC
2016,S16,East,2,Notre Dame,6,61.0,Wisconsin,7,56.0,Notre Dame
2016,E8,East,1,UNC,1,88.0,Notre Dame,6,74.0,UNC
2016,R64,Midwest,1,Virginia,1,81.0,Hampton,16,45.0,Virginia
2016,R64,Midwest,2,Texas Tech,8,61.0,Butler,9,71.0,Butler
2016,R64,Midwest,3,Purdue,5,83.0,Little Rock,12,85.0,Little Rock
2016,R64,Midwest,4,Iowa State,4,94.0,Iona,13,81.0,Iowa State
2016,R64,Midwest,5,Seton Hall,6,52.0,Gonzaga,11,68.0,Gonzaga
2016,R64,Midwest,6,Utah,3,80.0,Fresno State,14,69.0,Utah
2016,R64,Midwest,7,Dayton,7,51.0,Syracuse,10,70.0,Syracuse
2016,R64,Midwest,8,Michigan State,2,81.0,Middle Tennessee,15,90.0,Middle Tennessee
2016,R32,Midwest,1,Virginia,1,77.0,Butler,9,69.0,Virginia
2016,R32,Midwest,2,Little Rock,12,61.0,Iowa State,4,78.0,Iowa State
2016,R32,Midwest,3,Gonzaga,11,82.0,Utah,3,59.0,Gonzaga
2016,R32,Midwest,4,Syracuse,10,75.0,Middle Tennessee,15,50.0,Syracuse
2016,S16,Midwest,1,Virginia,1,84.0,Iowa State,4,71.0,Virginia
2016,S16,Midwest,2,Gonzaga,11,60.0,Syracuse,10,63.0,Syracuse
2016,E8,Midwest,1,Virginia,1,62.0,Syracuse,10,68.0,Syracuse
2016,R64,South,1,Kansas,1,105.0,Austin Peay,16,79.0,Kansas
2016,R64,South,2,Colorado,8,67.0,UConn,9,74.0,UConn
2016,R64,South,3,Maryland,5,79.0,South Dakota State,12,74.0,Maryland
2016,R64,South,4,California,4,66.0,Hawaii,13,77.0,Hawaii
2016,R64,South,5,Arizona,6,55.0,Wichita State,11,65.0,Wichita State
2016,R64,South,6,Miami (FL),3,79.0,Buffalo,14,72.0,Miami (FL)
2016,R64,South,7,Iowa,7,72.0,Temple,10,70.0,Iowa
2016,R64,South,8,Villanova,2,86.0,UNC Asheville,15,56.0,Villanova
2016,R32,South,1,Kansas,1,73.0,UConn,9,61.0,Kansas
2016,R32,South,2,Maryland,5,73.0,Hawaii,13,60.0,Maryland
2016,R32,South,3,Wichita State,11,57.0,Miami (FL),3,65.0,Miami (FL)
2016,R32,South,4,Iowa,7,68.0,Villanova,2,87.0,Villanova
2016,S16,South,1,Kansas,1,79.0,Maryland,5,63.0,Kansas
2016,S16,South,2,Miami (FL),3,69.0,Villanova,2,92.0,Villanova
2016,E8,South,1,Kansas,1,59.0,Villanova,2,64.0,Villanova
2016,R64,West,1,Oregon,1,91.0,Holy Cross,16,52.0,Oregon
2016,R64,West,2,Saint Joseph's,8,78.0,Cincinnati,9,76.0,Saint Joseph's
2016,R64,West,3,Baylor,5,75.0,Yale,12,79.0,Yale
2016,R64,West,4,Duke,4,93.0,UNC Wilmington,13,85.0,Duke
2016,R64,West,5,Texas,6,72.0,Northern Iowa,11,75.0,Northern Iowa
2016,R64,West,6,Texas A&M,3,92.0,Green Bay,14,65.0,Texas A&M
2016,R64,West,7,Oregon State,7,67.0,VCU,10,75.0,VCU
2016,R64,West,8,Oklahoma,2,82.0,Cal State Bakersfield,15,68.0,Oklahoma
2016,R32,West,1,Oregon,1,69.0,Saint Joseph's,8,64.0,Oregon
2016,R32,West,2,Yale,12,64.0,Duke,4,71.0,Duke
2016,R32,West,3,Northern Iowa,11,88.0,Texas A&M,3,92.0,Texas A&M
2016,R32,West,4,VCU,10,81.0,Oklahoma,2,85.0,Oklahoma
2016,S16,West,1,Oregon,1,82.0,Duke,4,68.0,Oregon
2016,S16,West,2,Texas A&M,3,63.0,Oklahoma,2,77.0,Oklahoma
2016,E8,West,1,Oregon,1,68.0,Oklahoma,2,80.0,Oklahoma
2016,F4,,1,UNC,1,83.0,Syracuse,10,66.0,UNC
2016,F4,,2,Villanova,2,95.0,Oklahoma,2,51.0,Villanova
2016,NCG,,1,UNC,1,74.0,Villanova,2,77.0,Villanova
2017,R64,East,1,Villanova,1,76.0,Mount St. Mary's,16,56.0,Villanova
2017,R64,East,2,Wisconsin,8,84.0,Virginia Tech,9,74.0,Wisconsin
2017,R64,East,3,Virginia,5,76.0,UNC Wilmington,12,71.0,Virginia
2017,R64,East,4,Florida,4,80.0,ETSU,13,65.0,Florida
2017,R64,East,5,SMU,6,65.0,USC,11,66.0,USC
2017,R64,East,6,Baylor,3,91.0,New Mexico State,14,73.0,Baylor
2017,R64,East,7,South Carolina,7,93.0,Marquette,10,73.0,South Carolina
2017,R64,East,8,Duke,2,87.0,Troy,15,65.0,Duke
2017,R32,East,1,Villanova,1,62.0,Wisconsin,8,65.0,Wisconsin
2017,R32,East,2,Virginia,5,39.0,Florida,4,65.0,Florida
2017,R32,East,3,USC,11,78.0,Baylor,3,82.0,Baylor
2017,R32,East,4,South Carolina,7,88.0,Duke,2,81.0,South Carolina
2017,S16,East,1,Wisconsin,8,83.0,Florida,4,84.0,Florida
2017,S16,East,2,Baylor,3,50.0,South Carolina,7,70.0,South Carolina
2017,E8,East,1,Florida,4,70.0,South Carolina,7,77.0,South Carolina
2017,R64,Midwest,1,Kansas,1,100.0,UC Davis,16,62.0,Kansas
2017,R64,Midwest,2,Miami (FL),8,58.0,Michigan State,9,78.0,Michigan State
2017,R64,Midwest,3,Iowa State,5,84.0,Nevada,12,73.0,Iowa State
2017,R64,Midwest,4,Purdue,4,80.0,Vermont,13,70.0,Purdue
2017,R64,Midwest,5,Creighton,6,72.0,Rhode Island,11,84.0,Rhode Island
2017,R64,Midwest,6,Oregon,3,93.0,Iona,14,77.0,Oregon
2017,R64,Midwest,7,Michigan,7,92.0,Oklahoma State,10,91.0,Michigan
2017,R64,Midwest,8,Louisville,2,78.0,Jacksonville State,15,63.0,Louisville
2017,R32,Midwest,1,Kansas,1,90.0,Michigan State,9,70.0,Kansas
2017,R32,Midwest,2,Iowa State,5,76.0,Purdue,4,80.0,Purdue
2017,R32,Midwest,3,Rhode Island,11,72.0,Oregon,3,75.0,Oregon
2017,R32,Midwest,4,Michigan,7,73.0,Louisville,2,69.0,Michigan
2017,S16,Midwest,1,Kansas,1,98.0,Purdue,4,66.0,Kansas
2017,S16,Midwest,2,Oregon,3,69.0,Michigan,7,68.0,Oregon
2017,E8,Midwest,1,Kansas,1,60.0,Oregon,3,74.0,Oregon
2017,R64,South,1,UNC,1,103.0,Texas Southern,16,64.0,UNC
2017,R64,South,2,Arkansas,8,77.0,Seton Hall,9,71.0,Arkansas
2017,R64,South,3,Minnesota,5,72.0,Middle Tennessee,12,81.0,Middle Tennessee
2017,R64,South,4,Butler,4,76.0,Winthrop,13,64.0,Butler
2017,R64,South,5,Cincinnati,6,75.0,Kansas State,11,61.0,Cincinnati
2017,R64,South,6,UCLA,3,97.0,Kent State,14,80.0,UCLA
2017,R64,South,7,Dayton,7,58.0,Wichita State,10,64.0,Wichita State
2017,R64,South,8,Kentucky,2,79.0,Northern Kentucky,15,70.0,Kentucky
2017,R32,South,1,UNC,1,72.0,Arkansas,8,65.0,UNC
2017,R32,South,2,Middle Tennessee,12,65.0,Butler,4,74.0,Butler
2017,R32,South,3,Cincinnati,6,67.0,UCLA,3,79.0,UCLA
2017,R32,South,4,Wichita State,10,62.0,Kentucky,2,65.0,Kentucky
2017,S16,South,1,UNC,1,92.0,Butler,4,80.0,UNC
2017,S16,South,2,UCLA,3,75.0,Kentucky,2,86.0,Kentucky
2017,E8,South,1,UNC,1,75.0,Kentucky,2,73.0,UNC
2017,R64,West,1,Gonzaga,1,66.0,South Dakota State,16,46.0,Gonzaga
2017,R64,West,2,Northwestern,8,68.0,Vanderbilt,9,66.0,Northwestern
2017,R64,West,3,Notre Dame,5,60.0,Princeton,12,58.0,Notre Dame
2017,R64,West,4,West Virginia,4,86.0,Bucknell,13,80.0,West Virginia
2017,R64,West,5,Maryland,6,65.0,Xavier,11,76.0,Xavier
2017,R64,West,6,Florida State,3,86.0,Florida Gulf Coast,14,80.0,Florida State
2017,R64,West,7,Saint Mary's,7,85.0,VCU,10,77.0,Saint Mary's
2017,R64,West,8,Arizona,2,100.0,North Dakota,15,82.0,Arizona
2017,R32,West,1,Gonzaga,1,79.0,Northwestern,8,73.0,Gonzaga
2017,R32,West,2,Notre Dame,5,71.0,West Virginia,4,83.0,West Virginia
2017,R32,West,3,Xavier,11,91.0,Florida State,3,66.0,Xavier
2017,R32,West,4,Saint Mary's,7,60.0,Arizona,2,69.0,Arizona
2017,S16,West,1,Gonzaga,1,61.0,West Virginia,4,58.0,Gonzaga
2017,S16,West,2,Xavier,11,73.0,Arizona,2,71.0,Xavier
2017,E8,West,1,Gonzaga,1,83.0,Xavier,11,59.0,Gonzaga
2017,F4,,1,South Carolina,7,73.0,Gonzaga,1,77.0,Gonzaga
2017,F4,,2,Oregon,3,76.0,UNC,1,77.0,UNC
2017,NCG,,1,Gonzaga,1,65.0,UNC,1,71.0,UNC
2018,R64,East,1,Villanova,1,87.0,Radford,16,61.0,Villanova
2018,R64,East,2,Virginia Tech,8,83.0,Alabama,9,86.0,Alabama
2018,R64,East,3,West Virginia,5,85.0,Murray State,12,68.0,West Virginia
2018,R64,East,4,Wichita State,4,75.0,Marshall,13,81.0,Marshall
2018,R64,East,5,Florida,6,77.0,St. Bonaventure,11,62.0,Florida
2018,R64,East,6,Texas Tech,3,70.0,Stephen F. Austin,14,60.0,Texas Tech
2018,R64,East,7,Arkansas,7,62.0,Butler,10,79.0,Butler
2018,R64,East,8,Purdue,2,74.0,Cal State Fullerton,15,48.0,Purdue
2018,R32,East,1,Villanova,1,81.0,Alabama,9,58.0,Villanova
2018,R32,East,2,West Virginia,5,94.0,Marshall,13,71.0,West Virginia
2018,R32,East,3,Florida,6,66.0,Texas Tech,3,69.0,Texas Tech
2018,R32,East,4,Butler,10,73.0,Purdue,2,76.0,Purdue
2018,S16,East,1,Villanova,1,90.0,West Virginia,5,78.0,Villanova
2018,S16,East,2,Texas Tech,3,78.0,Purdue,2,65.0,Texas Tech
2018,E8,East,1,Villanova,1,71.0,Texas Tech,3,59.0,Villanova
2018,R64,Midwest,1,Kansas,1,76.0,Penn,16,60.0,Kansas
2018,R64,Midwest,2,Seton Hall,8,94.0,NC State,9,83.0,Seton Hall
2018,R64,Midwest,3,Clemson,5,79.0,New Mexico State,12,68.0,Clemson
2018,R64,Midwest,4,Auburn,4,62.0,College of Charleston,13,58.0,Auburn
2018,R64,Midwest,5,TCU,6,52.0,Syracuse,11,57.0,Syracuse
2018,R64,Midwest,6,Michigan State,3,82.0,Bucknell,14,78.0,Michigan State
2018,R64,Midwest,7,Rhode Island,7,83.0,Oklahoma,10,78.0,Rhode Island
2018,R64,Midwest,8,Duke,2,89.0,Iona,15,67.0,Duke
2018,R32,Midwest,1,Kansas,1,83.0,Seton Hall,8,79.0,Kansas
2018,R32,Midwest,2,Clemson,5,84.0,Auburn,4,53.0,Clemson
2018,R32,Midwest,3,Syracuse,11,55.0,Michigan State,3,53.0,Syracuse
2018,R32,Midwest,4,Rhode Island,7,62.0,Duke,2,87.0,Duke
2018,S16,Midwest,1,Kansas,1,80.0,Clemson,5,76.0,Kansas
2018,S16,Midwest,2,Syracuse,11,65.0,Duke,2,69.0,Duke
2018,E8,Midwest,1,Kansas,1,85.0,Duke,2,81.0,Kansas
2018,R64,South,1,Virginia,1,54.0,UMBC,16,74.0,UMBC
2018,R64,South,2,Creighton,8,59.0,Kansas State,9,69.0,Kansas State
2018,R64,South,3,Kentucky,5,78.0,Davidson,12,73.0,Kentucky
2018,R64,South,4,Arizona,4,68.0,Buffalo,13,89.0,Buffalo
2018,R64,South,5,Miami (FL),6,62.0,Loyola (IL),11,64.0,Loyola (IL)
2018,R64,South,6,Tennessee,3,73.0,Wright State,14,47.0,Tennessee
2018,R64,South,7,Nevada,7,87.0,Texas,10,83.0,Nevada
2018,R64,South,8,Cincinnati,2,68.0,Georgia State,15,53.0,Cincinnati
2018,R32,South,1,UMBC,16,43.0,Kansas State,9,50.0,Kansas State
2018,R32,South,2,Kentucky,5,95.0,Buffalo,13,75.0,Kentucky
2018,R32,South,3,Loyola (IL),11,63.0,Tennessee,3,62.0,Loyola (IL)
2018,R32,South,4,Nevada,7,75.0,Cincinnati,2,73.0,Nevada
2018,S16,South,1,Kansas State,9,61.0,Kentucky,5,58.0,Kansas State
2018,S16,South,2,Loyola (IL),11,69.0,Nevada,7,68.0,Loyola (IL)
2018,E8,South,1,Kansas State,9,62.0,Loyola (IL),11,78.0,Loyola (IL)
2018,R64,West,1,Xavier,1,102.0,Texas Southern,16,83.0,Xavier
2018,R64,West,2,Missouri,8,54.0,Florida State,9,67.0,Florida State
2018,R64,West,3,Ohio State,5,81.0,South Dakota State,12,73.0,Ohio State
2018,R64,West,4,Gonzaga,4,68.0,UNC Greensboro,13,64.0,Gonzaga
2018,R64,West,5,Houston,6,67.0,San Diego State,11,65.0,Houston
2018,R64,West,6,Michigan,3,61.0,Montana,14,47.0,Michigan
2018,R64,West,7,Texas A&M,7,73.0,Providence,10,69.0,Texas A&M
2018,R64,West,8,UNC,2,84.0,Lipscomb,15,66.0,UNC
2018,R32,West,1,Xavier,1,70.0,Florida State,9,75.0,Florida State
2018,R32,West,2,Ohio State,5,84.0,Gonzaga,4,90.0,Gonzaga
2018,R32,West,3,Houston,6,63.0,Michigan,3,64.0,Michigan
2018,R32,West,4,Texas A&M,7,86.0,UNC,2,65.0,Texas A&M
2018,S16,West,1,Florida State,9,75.0,Gonzaga,4,60.0,Florida State
2018,S16,West,2,Michigan,3,99.0,Texas A&M,7,72.0,Michigan
2018,E8,West,1,Florida State,9,54.0,Michigan,3,58.0,Michigan
2018,F4,,1,Villanova,1,95.0,Kansas,1,79.0,Villanova
2018,F4,,2,Loyola (IL),11,57.0,Michigan,3,69.0,Michigan
2018,NCG,,1,Villanova,1,79.0,Michigan,3,62.0,Villanova
2019,R64,East,1,Duke,1,85.0,North Dakota State,16,62.0,Duke
2019,R64,East,2,VCU,8,58.0,UCF,9,73.0,UCF
2019,R64,East,3,Mississippi State,5,76.0,Liberty,12,80.0,Liberty
2019,R64,East,4,Virginia Tech,4,66.0,Saint Louis,13,52.0,Virginia Tech
2019,R64,East,5,Maryland,6,79.0,Belmont,11,77.0,Maryland
2019,R64,East,6,LSU,3,79.0,Yale,14,74.0,LSU
2019,R64,East,7,Louisville,7,76.0,Minnesota,10,86.0,Minnesota
2019,R64,East,8,Michigan State,2,76.0,Bradley,15,65.0,Michigan State
2019,R32,East,1,Duke,1,77.0,UCF,9,76.0,Duke
2019,R32,East,2,Liberty,12,58.0,Virginia Tech,4,67.0,Virginia Tech
2019,R32,East,3,Maryland,6,67.0,LSU,3,69.0,LSU
2019,R32,East,4,Minnesota,10,50.0,Michigan State,2,70.0,Michigan State
2019,S16,East,1,Duke,1,75.0,Virginia Tech,4,73.0,Duke
2019,S16,East,2,LSU,3,63.0,Michigan State,2,80.0,Michigan State
2019,E8,East,1,Duke,1,67.0,Michigan State,2,68.0,Michigan State
