year,round,team1,team2,winner,seed_diff,srs_diff,sos_diff,win_pct_diff,points_margin_diff,label
2023,R32,Creighton,Baylor,Creighton,3.0,0.5299999999999976,-0.7399999999999984,-0.027000000000000024,67.0,1.0
2023,R32,Baylor,Creighton,Creighton,-3.0,-0.5299999999999976,0.7399999999999984,0.027000000000000024,-67.0,0.0
2023,R32,Missouri,Princeton,Princeton,-8.0,6.65,7.859999999999999,-0.0050000000000000044,-66.0,0.0
2023,R32,Princeton,Missouri,Princeton,8.0,-6.65,-7.859999999999999,0.0050000000000000044,66.0,1.0
2023,S16,Alabama,San Diego State,San Diego State,-4.0,7.380000000000001,0.7300000000000004,0.017000000000000015,201.0,0.0
2023,S16,San Diego State,Alabama,San Diego State,4.0,-7.380000000000001,-0.7300000000000004,-0.017000000000000015,-201.0,1.0
2023,S16,Creighton,Princeton,Creighton,-9.0,13.069999999999999,10.770000000000001,-0.06999999999999995,73.0,1.0
2023,S16,Princeton,Creighton,Creighton,9.0,-13.069999999999999,-10.770000000000001,0.06999999999999995,-73.0,0.0
2023,E8,San Diego State,Creighton,San Diego State,-1.0,-2.019999999999998,-0.8800000000000008,0.17199999999999993,3.0,1.0
2023,E8,Creighton,San Diego State,San Diego State,1.0,2.019999999999998,0.8800000000000008,-0.17199999999999993,-3.0,0.0
2023,R64,Kansas,Howard,Kansas,-15.0,24.24,16.98,0.14900000000000002,173.0,1.0
2023,R64,Howard,Kansas,Kansas,15.0,-24.24,-16.98,-0.14900000000000002,-173.0,0.0
2023,R64,Arkansas,Illinois,Arkansas,-1.0,1.1799999999999997,2.219999999999999,0.0050000000000000044,-16.0,1.0
2023,R64,Illinois,Arkansas,Arkansas,1.0,-1.1799999999999997,-2.219999999999999,-0.0050000000000000044,16.0,0.0
2023,R64,Saint Mary's,VCU,Saint Mary's,-7.0,7.52,5.2299999999999995,0.0,90.0,1.0
2023,R64,VCU,Saint Mary's,Saint Mary's,7.0,-7.52,-5.2299999999999995,-0.0,-90.0,0.0
2023,R64,UConn,Iona,UConn,-9.0,15.34,11.27,0.02400000000000002,200.0,1.0
2023,R64,Iona,UConn,UConn,9.0,-15.34,-11.27,-0.02400000000000002,-200.0,0.0
2023,R64,TCU,Arizona State,TCU,-5.0,4.32,0.5999999999999996,-0.010000000000000009,127.0,1.0
2023,R64,Arizona State,TCU,TCU,5.0,-4.32,-0.5999999999999996,0.010000000000000009,-127.0,0.0
2023,R64,Gonzaga,Grand Canyon,Gonzaga,-11.0,14.559999999999999,6.77,0.17099999999999993,187.0,1.0
2023,R64,Grand Canyon,Gonzaga,Gonzaga,11.0,-14.559999999999999,-6.77,-0.17099999999999993,-187.0,0.0
2023,R64,Northwestern,Boise State,Northwestern,-3.0,0.9000000000000004,2.500000000000001,-0.05899999999999994,-84.0,1.0
2023,R64,Boise State,Northwestern,Northwestern,3.0,-0.9000000000000004,-2.500000000000001,0.05899999999999994,84.0,0.0
2023,R64,UCLA,UNC Asheville,UCLA,-13.0,23.849999999999998,13.01,0.06699999999999995,312.0,1.0
2023,R64,UNC Asheville,UCLA,UCLA,13.0,-23.849999999999998,-13.01,-0.06699999999999995,-312.0,0.0
2023,R32,Kansas,Arkansas,Arkansas,-7.0,3.209999999999999,1.9700000000000006,0.16700000000000004,45.0,0.0
2023,R32,Arkansas,Kansas,Arkansas,7.0,-3.209999999999999,-1.9700000000000006,-0.16700000000000004,-45.0,1.0
2023,R32,Saint Mary's,UConn,UConn,1.0,-5.539999999999999,-1.33,-0.02400000000000002,-195.0,0.0
2023,R32,UConn,Saint Mary's,UConn,-1.0,5.539999999999999,1.33,0.02400000000000002,195.0,1.0
2023,R32,TCU,Gonzaga,Gonzaga,3.0,-3.379999999999999,0.7400000000000002,-0.20899999999999996,-233.0,0.0
2023,R32,Gonzaga,TCU,Gonzaga,-3.0,3.379999999999999,-0.7400000000000002,0.20899999999999996,233.0,1.0
2023,R32,Northwestern,UCLA,UCLA,5.0,-8.43,0.05000000000000071,-0.19099999999999995,-329.0,0.0
2023,R32,UCLA,Northwestern,UCLA,-5.0,8.43,-0.05000000000000071,0.19099999999999995,329.0,1.0
2023,S16,Arkansas,UConn,UConn,4.0,-6.959999999999999,1.3599999999999994,-0.18400000000000005,-343.0,0.0
2023,S16,UConn,Arkansas,UConn,-4.0,6.959999999999999,-1.3599999999999994,0.18400000000000005,343.0,1.0
2023,S16,Gonzaga,UCLA,Gonzaga,1.0,-3.120000000000001,-0.620000000000001,0.0,-26.0,1.0
2023,S16,UCLA,Gonzaga,Gonzaga,-1.0,3.120000000000001,0.620000000000001,-0.0,26.0,0.0
2023,E8,UConn,Gonzaga,UConn,1.0,3.960000000000001,0.47000000000000064,-0.04299999999999993,91.0,1.0
2023,E8,Gonzaga,UConn,UConn,-1.0,-3.960000000000001,-0.47000000000000064,0.04299999999999993,-91.0,0.0
2023,F4,Florida Atlantic,San Diego State,San Diego State,4.0,-1.8900000000000006,-6.62,0.07600000000000007,188.0,0.0
2023,F4,San Diego State,Florida Atlantic,San Diego State,-4.0,1.8900000000000006,6.62,-0.07600000000000007,-188.0,1.0
2023,F4,Miami (FL),UConn,UConn,1.0,-8.969999999999999,-1.67,-0.01100000000000001,-299.0,0.0
2023,F4,UConn,Miami (FL),UConn,-1.0,8.969999999999999,1.67,0.01100000000000001,299.0,1.0
2023,NCG,San Diego State,UConn,UConn,1.0,-7.139999999999999,0.41000000000000014,0.025999999999999912,-263.0,0.0
2023,NCG,UConn,San Diego State,UConn,-1.0,7.139999999999999,-0.41000000000000014,-0.025999999999999912,263.0,1.0
2024,R64,UConn,Stetson,UConn,-15.0,31.79,11.94,0.29600000000000004,599.0,1.0
2024,R64,Stetson,UConn,UConn,15.0,-31.79,-11.94,-0.29600000000000004,-599.0,0.0
2024,R64,Florida Atlantic,Northwestern,Northwestern,-1.0,0.4900000000000002,-3.8899999999999997,0.08799999999999997,149.0,0.0
2024,R64,Northwestern,Florida Atlantic,Northwestern,1.0,-0.4900000000000002,3.8899999999999997,-0.08799999999999997,-149.0,1.0
2024,R64,San Diego State,UAB,San Diego State,-7.0,9.54,4.639999999999999,0.04599999999999993,191.0,1.0
2024,R64,UAB,San Diego State,San Diego State,7.0,-9.54,-4.639999999999999,-0.04599999999999993,-191.0,0.0
2024,R64,Auburn,Yale,Yale,-9.0,17.830000000000002,7.25,0.07400000000000007,279.0,0.0
2024,R64,Yale,Auburn,Yale,9.0,-17.830000000000002,-7.25,-0.07400000000000007,-279.0,1.0
2024,R64,BYU,Duquesne,Duquesne,-5.0,11.979999999999999,3.1800000000000006,0.0,246.0,0.0
2024,R64,Duquesne,BYU,Duquesne,5.0,-11.979999999999999,-3.1800000000000006,-0.0,-246.0,1.0
2024,R64,Illinois,Morehead State,Illinois,-11.0,19.049999999999997,15.059999999999999,0.020000000000000018,-34.0,1.0
2024,R64,Morehead State,Illinois,Illinois,11.0,-19.049999999999997,-15.059999999999999,-0.020000000000000018,34.0,0.0
2024,R64,Washington State,Drake,Washington State,-3.0,2.9399999999999995,5.3500000000000005,-0.08600000000000008,-95.0,1.0
2024,R64,Drake,Washington State,Washington State,3.0,-2.9399999999999995,-5.3500000000000005,0.08600000000000008,95.0,0.0
2024,R64,Iowa State,South Dakota State,Iowa State,-13.0,21.78,11.21,0.15500000000000003,325.0,1.0
2024,R64,South Dakota State,Iowa State,Iowa State,13.0,-21.78,-11.21,-0.15500000000000003,-325.0,0.0
2024,R32,UConn,Northwestern,UConn,-8.0,13.93,0.1999999999999993,0.278,575.0,1.0
2024,R32,Northwestern,UConn,UConn,8.0,-13.93,-0.1999999999999993,-0.278,-575.0,0.0
2024,R32,San Diego State,Yale,San Diego State,-8.0,10.05,7.959999999999999,0.006000000000000005,36.0,1.0
2024,R32,Yale,San Diego State,San Diego State,8.0,-10.05,-7.959999999999999,-0.006000000000000005,-36.0,0.0
2024,R32,Duquesne,Illinois,Illinois,8.0,-12.209999999999999,-4.859999999999999,-0.08699999999999997,-237.0,0.0
2024,R32,Illinois,Duquesne,Illinois,-8.0,12.209999999999999,4.859999999999999,0.08699999999999997,237.0,1.0
2024,R32,Washington State,Iowa State,Iowa State,5.0,-8.280000000000001,-1.3199999999999994,-0.07000000000000006,-271.0,0.0
2024,R32,Iowa State,Washington State,Iowa State,-5.0,8.280000000000001,1.3199999999999994,0.07000000000000006,271.0,1.0
2024,S16,UConn,San Diego State,UConn,-4.0,12.02,0.33000000000000007,0.2220000000000001,445.0,1.0
2024,S16,San Diego State,UConn,UConn,4.0,-12.02,-0.33000000000000007,-0.2220000000000001,-445.0,0.0
2024,S16,Illinois,Iowa State,Illinois,1.0,-2.740000000000002,1.0299999999999994,-0.02100000000000002,-129.0,1.0
2024,S16,Iowa State,Illinois,Illinois,-1.0,2.740000000000002,-1.0299999999999994,0.02100000000000002,129.0,0.0
2024,E8,UConn,Illinois,UConn,-2.0,7.140000000000001,-0.8399999999999999,0.16200000000000003,339.0,1.0
2024,E8,Illinois,UConn,UConn,2.0,-7.140000000000001,0.8399999999999999,-0.16200000000000003,-339.0,0.0
2024,R64,Purdue,Grambling,Purdue,-15.0,34.56,17.08,0.28900000000000003,590.0,1.0
2024,R64,Grambling,Purdue,Purdue,15.0,-34.56,-17.08,-0.28900000000000003,-590.0,0.0
2024,R64,Utah State,TCU,Utah State,-1.0,-3.0599999999999987,-2.0300000000000002,0.18200000000000005,43.0,1.0
2024,R64,TCU,Utah State,Utah State,1.0,3.0599999999999987,2.0300000000000002,-0.18200000000000005,-43.0,0.0
2024,R64,Gonzaga,McNeese,Gonzaga,-7.0,11.51,10.829999999999998,-0.11099999999999999,-64.0,1.0
2024,R64,McNeese,Gonzaga,Gonzaga,7.0,-11.51,-10.829999999999998,0.11099999999999999,64.0,0.0
2024,R64,Kansas,Samford,Kansas,-9.0,10.030000000000001,14.55,-0.1529999999999999,-212.0,1.0
2024,R64,Samford,Kansas,Kansas,9.0,-10.030000000000001,-14.55,0.1529999999999999,212.0,0.0
2024,R64,South Carolina,Oregon,Oregon,-5.0,-1.2400000000000002,-2.4299999999999997,0.09799999999999998,34.0,0.0
2024,R64,Oregon,South Carolina,Oregon,5.0,1.2400000000000002,2.4299999999999997,-0.09799999999999998,-34.0,1.0
2024,R64,Creighton,Akron,Creighton,-11.0,17.3,11.61,0.027999999999999914,108.0,1.0
2024,R64,Akron,Creighton,Creighton,11.0,-17.3,-11.61,-0.027999999999999914,-108.0,0.0
2024,R64,Texas,Colorado State,Texas,-3.0,2.51,2.13,-0.07599999999999996,-64.0,1.0
2024,R64,Colorado State,Texas,Texas,3.0,-2.51,-2.13,0.07599999999999996,64.0,0.0
2024,R64,Tennessee,Saint Peter's,Tennessee,-13.0,26.39,15.75,0.17400000000000004,383.0,1.0
2024,R64,Saint Peter's,Tennessee,Tennessee,13.0,-26.39,-15.75,-0.17400000000000004,-383.0,0.0
2024,R32,Purdue,Utah State,Purdue,-7.0,13.37,6.31,0.07199999999999995,229.0,1.0
2024,R32,Utah State,Purdue,Purdue,7.0,-13.37,-6.31,-0.07199999999999995,-229.0,0.0
2024,R32,Gonzaga,Kansas,Gonzaga,1.0,1.5799999999999983,-7.300000000000001,0.09499999999999997,346.0,1.0
2024,R32,Kansas,Gonzaga,Gonzaga,-1.0,-1.5799999999999983,7.300000000000001,-0.09499999999999997,-346.0,0.0
2024,R32,Oregon,Creighton,Creighton,8.0,-7.85,-0.6199999999999992,-0.04699999999999993,-250.0,0.0
2024,R32,Creighton,Oregon,Creighton,-8.0,7.85,0.6199999999999992,0.04699999999999993,250.0,1.0
2024,R32,Texas,Tennessee,Tennessee,5.0,-5.899999999999999,-1.0099999999999998,-0.132,-189.0,0.0
2024,R32,Tennessee,Texas,Tennessee,-5.0,5.899999999999999,1.0099999999999998,0.132,189.0,1.0
2024,S16,Purdue,Gonzaga,Purdue,-4.0,7.0,7.58,0.10099999999999998,-19.0,1.0
2024,S16,Gonzaga,Purdue,Purdue,4.0,-7.0,-7.58,-0.10099999999999998,19.0,0.0
2024,S16,Creighton,Tennessee,Tennessee,1.0,-1.7399999999999984,-0.8900000000000006,-0.03600000000000003,-41.0,0.0
2024,S16,Tennessee,Creighton,Tennessee,-1.0,1.7399999999999984,0.8900000000000006,0.03600000000000003,41.0,1.0
2024,E8,Purdue,Tennessee,Purdue,-1.0,3.120000000000001,1.1799999999999997,0.122,110.0,1.0
2024,E8,Tennessee,Purdue,Purdue,1.0,-3.120000000000001,-1.1799999999999997,-0.122,-110.0,0.0
2024,R64,Houston,Longwood,Houston,-15.0,27.73,14.56,0.265,369.0,1.0
2024,R64,Longwood,Houston,Houston,15.0,-27.73,-14.56,-0.265,-369.0,0.0
2024,R64,Nebraska,Texas A&M,Texas A&M,-1.0,1.0099999999999998,-1.79,0.09300000000000008,87.0,0.0
2024,R64,Texas A&M,Nebraska,Texas A&M,1.0,-1.0099999999999998,1.79,-0.09300000000000008,-87.0,1.0
2024,R64,Wisconsin,James Madison,James Madison,-7.0,7.820000000000002,15.1,-0.278,-321.0,0.0
2024,R64,James Madison,Wisconsin,James Madison,7.0,-7.820000000000002,-15.1,0.278,321.0,1.0
2024,R64,Duke,Vermont,Duke,-9.0,17.89,11.67,-0.050000000000000044,142.0,1.0
2024,R64,Vermont,Duke,Duke,9.0,-17.89,-11.67,0.050000000000000044,-142.0,0.0
2024,R64,Texas Tech,NC State,NC State,-5.0,2.1500000000000004,0.34999999999999964,0.04200000000000004,34.0,0.0
2024,R64,NC State,Texas Tech,NC State,5.0,-2.1500000000000004,-0.34999999999999964,-0.04200000000000004,-34.0,1.0
2024,R64,Kentucky,Oakland,Oakland,-11.0,14.77,8.7,0.029999999999999916,191.0,0.0
2024,R64,Oakland,Kentucky,Oakland,11.0,-14.77,-8.7,-0.029999999999999916,-191.0,1.0
2024,R64,Florida,Colorado,Colorado,-3.0,-0.7799999999999994,0.45000000000000107,-0.03599999999999992,-52.0,0.0
2024,R64,Colorado,Florida,Colorado,3.0,0.7799999999999994,-0.45000000000000107,0.03599999999999992,52.0,1.0
2024,R64,Marquette,Western Kentucky,Marquette,-13.0,18.08,13.93,0.08299999999999996,108.0,1.0
2024,R64,Western Kentucky,Marquette,Marquette,13.0,-18.08,-13.93,-0.08299999999999996,-108.0,0.0
2024,R32,Houston,Texas A&M,Houston,-8.0,12.340000000000002,0.4800000000000004,0.28200000000000003,443.0,1.0
2024,R32,Texas A&M,Houston,Houston,8.0,-12.340000000000002,-0.4800000000000004,-0.28200000000000003,-443.0,0.0
2024,R32,James Madison,Duke,Duke,8.0,-12.480000000000002,-12.11,0.139,46.0,0.0
2024,R32,Duke,James Madison,Duke,-8.0,12.480000000000002,12.11,-0.139,-46.0,1.0
2024,R32,NC State,Oakland,NC State,-3.0,10.790000000000001,10.17,-0.03300000000000003,42.0,1.0
2024,R32,Oakland,NC State,NC State,3.0,-10.790000000000001,-10.17,0.03300000000000003,-42.0,0.0
2024,R32,Colorado,Marquette,Marquette,8.0,-3.3200000000000003,-2.66,-0.027000000000000024,-24.0,0.0
2024,R32,Marquette,Colorado,Marquette,-8.0,3.3200000000000003,2.66,0.027000000000000024,24.0,1.0
2024,S16,Houston,Duke,Duke,-3.0,5.02,1.4400000000000013,0.11499999999999999,145.0,0.0
2024,S16,Duke,Houston,Duke,3.0,-5.02,-1.4400000000000013,-0.11499999999999999,-145.0,1.0
2024,S16,NC State,Marquette,NC State,9.0,-6.459999999999999,-2.09,-0.09599999999999997,-146.0,1.0
2024,S16,Marquette,NC State,NC State,-9.0,6.459999999999999,2.09,0.09599999999999997,146.0,0.0
2024,E8,Duke,NC State,NC State,-7.0,7.860000000000001,-0.5700000000000003,0.11599999999999999,284.0,0.0
2024,E8,NC State,Duke,NC State,7.0,-7.860000000000001,0.5700000000000003,-0.11599999999999999,-284.0,1.0
2024,R64,UNC,Wagner,UNC,-15.0,8.72,5.59,0.132,177.0,1.0
2024,R64,Wagner,UNC,UNC,15.0,-8.72,-5.59,-0.132,-177.0,0.0
2024,R64,Mississippi State,Michigan State,Michigan State,-1.0,-3.5299999999999994,-1.7300000000000004,0.029000000000000026,-63.0,0.0
2024,R64,Michigan State,Mississippi State,Michigan State,1.0,3.5299999999999994,1.7300000000000004,-0.029000000000000026,63.0,1.0
2024,R64,Saint Mary's,Grand Canyon,Grand Canyon,-7.0,5.859999999999999,3.98,-0.09199999999999997,80.0,0.0
2024,R64,Grand Canyon,Saint Mary's,Grand Canyon,7.0,-5.859999999999999,-3.98,0.09199999999999997,-80.0,1.0
2024,R64,Alabama,College of Charleston,Alabama,-9.0,16.6,14.18,-0.09499999999999997,72.0,1.0
2024,R64,College of Charleston,Alabama,Alabama,9.0,-16.6,-14.18,0.09499999999999997,-72.0,0.0
2024,R64,Clemson,New Mexico,Clemson,-5.0,1.1600000000000001,4.659999999999999,-0.05499999999999994,-149.0,1.0
2024,R64,New Mexico,Clemson,Clemson,5.0,-1.1600000000000001,-4.659999999999999,0.05499999999999994,149.0,0.0
2024,R64,Baylor,Colgate,Baylor,-11.0,19.81,16.26,-0.027999999999999914,69.0,1.0
2024,R64,Colgate,Baylor,Baylor,11.0,-19.81,-16.26,0.027999999999999914,-69.0,0.0
2024,R64,Dayton,Nevada,Dayton,-3.0,0.5999999999999996,1.1500000000000004,-0.007000000000000006,-51.0,1.0
2024,R64,Nevada,Dayton,Dayton,3.0,-0.5999999999999996,-1.1500000000000004,0.007000000000000006,51.0,0.0
2024,R64,Arizona,Long Beach State,Arizona,-13.0,25.73,10.639999999999999,0.16700000000000004,492.0,1.0
2024,R64,Long Beach State,Arizona,Arizona,13.0,-25.73,-10.639999999999999,-0.16700000000000004,-492.0,0.0
2024,R32,UNC,Michigan State,UNC,-8.0,-19.64,-13.88,0.07600000000000007,-42.0,1.0
2024,R32,Michigan State,UNC,UNC,8.0,19.64,13.88,-0.07600000000000007,42.0,0.0
2024,R32,Grand Canyon,Alabama,Alabama,8.0,-10.240000000000002,-12.32,0.18099999999999994,94.0,0.0
2024,R32,Alabama,Grand Canyon,Alabama,-8.0,10.240000000000002,12.32,-0.18099999999999994,-94.0,1.0
2024,R32,Clemson,Baylor,Clemson,3.0,-3.3000000000000007,-0.6700000000000017,-0.019000000000000017,-103.0,1.0
2024,R32,Baylor,Clemson,Clemson,-3.0,3.3000000000000007,0.6700000000000017,0.019000000000000017,103.0,0.0
2024,R32,Dayton,Arizona,Arizona,5.0,-11.09,-3.719999999999999,0.008000000000000007,-288.0,0.0
2024,R32,Arizona,Dayton,Arizona,-5.0,11.09,3.719999999999999,-0.008000000000000007,288.0,1.0
2024,S16,UNC,Alabama,Alabama,-3.0,-22.61,-14.790000000000001,-0.029000000000000026,-132.0,0.0
2024,S16,Alabama,UNC,Alabama,3.0,22.61,14.790000000000001,0.029000000000000026,132.0,1.0
2024,S16,Clemson,Arizona,Clemson,4.0,-8.34,0.5899999999999999,-0.08299999999999996,-321.0,1.0
2024,S16,Arizona,Clemson,Clemson,-4.0,8.34,-0.5899999999999999,0.08299999999999996,321.0,0.0
2024,E8,Alabama,Clemson,Alabama,-2.0,4.490000000000002,1.7600000000000016,0.009000000000000008,107.0,1.0
2024,E8,Clemson,Alabama,Alabama,2.0,-4.490000000000002,-1.7600000000000016,-0.009000000000000008,-107.0,0.0
2024,F4,UConn,Alabama,UConn,-3.0,6.009999999999998,-3.1000000000000014,0.249,391.0,1.0
2024,F4,Alabama,UConn,UConn,3.0,-6.009999999999998,3.1000000000000014,-0.249,-391.0,0.0
2024,F4,Purdue,NC State,Purdue,-10.0,12.12,2.67,0.238,361.0,1.0
2024,F4,NC State,Purdue,Purdue,10.0,-12.12,-2.67,-0.238,-361.0,0.0
2024,NCG,UConn,Purdue,UConn,0.0,1.7699999999999996,-2.9000000000000004,0.05300000000000005,200.0,1.0
2024,NCG,Purdue,UConn,UConn,-0.0,-1.7699999999999996,2.9000000000000004,-0.05300000000000005,-200.0,0.0
2025,R64,Duke,Mount St. Mary's,Duke,-15.0,38.629999999999995,16.740000000000002,0.258,812.0,1.0
2025,R64,Mount St. Mary's,Duke,Duke,15.0,-38.629999999999995,-16.740000000000002,-0.258,-812.0,0.0
2025,R64,Mississippi State,Baylor,Baylor,-1.0,-1.629999999999999,-2.0700000000000003,0.04700000000000004,-39.0,0.0
2025,R64,Baylor,Mississippi State,Baylor,1.0,1.629999999999999,2.0700000000000003,-0.04700000000000004,39.0,1.0
2025,R64,Oregon,Liberty,Oregon,-7.0,10.58,13.31,-0.08600000000000008,-237.0,1.0
2025,R64,Liberty,Oregon,Oregon,7.0,-10.58,-13.31,0.08600000000000008,237.0,0.0
2025,R64,Arizona,Akron,Arizona,-9.0,19.720000000000002,17.47,-0.15100000000000002,27.0,1.0
2025,R64,Akron,Arizona,Arizona,9.0,-19.720000000000002,-17.47,0.15100000000000002,-27.0,0.0
2025,R64,BYU,VCU,BYU,-5.0,4.620000000000001,8.91,-0.07800000000000007,-173.0,1.0
2025,R64,VCU,BYU,BYU,5.0,-4.620000000000001,-8.91,0.07800000000000007,173.0,0.0
2025,R64,Wisconsin,Montana,Wisconsin,-11.0,22.18,13.09,0.016000000000000014,227.0,1.0
2025,R64,Montana,Wisconsin,Wisconsin,11.0,-22.18,-13.09,-0.016000000000000014,-227.0,0.0
2025,R64,Saint Mary's,Vanderbilt,Saint Mary's,-3.0,2.7699999999999996,-3.5900000000000007,0.22299999999999998,261.0,1.0
2025,R64,Vanderbilt,Saint Mary's,Saint Mary's,3.0,-2.7699999999999996,3.5900000000000007,-0.22299999999999998,-261.0,0.0
2025,R64,Alabama,Robert Morris,Alabama,-13.0,25.14,21.060000000000002,0.014000000000000012,139.0,1.0
2025,R64,Robert Morris,Alabama,Alabama,13.0,-25.14,-21.060000000000002,-0.014000000000000012,-139.0,0.0
2025,R32,Duke,Baylor,Duke,-8.0,11.95,-3.5999999999999996,0.32600000000000007,577.0,1.0
2025,R32,Baylor,Duke,Duke,8.0,-11.95,3.5999999999999996,-0.32600000000000007,-577.0,0.0
2025,R32,Oregon,Arizona,Arizona,1.0,-4.940000000000001,-1.4000000000000004,0.06499999999999995,-142.0,0.0
2025,R32,Arizona,Oregon,Arizona,-1.0,4.940000000000001,1.4000000000000004,-0.06499999999999995,142.0,1.0
2025,R32,BYU,Wisconsin,BYU,3.0,-1.6600000000000001,-1.2799999999999994,-0.008000000000000007,-23.0,1.0
2025,R32,Wisconsin,BYU,BYU,-3.0,1.6600000000000001,1.2799999999999994,0.008000000000000007,23.0,0.0
2025,R32,Saint Mary's,Alabama,Alabama,5.0,-8.11,-9.68,0.07199999999999995,65.0,0.0
2025,R32,Alabama,Saint Mary's,Alabama,-5.0,8.11,9.68,-0.07199999999999995,-65.0,1.0
2025,S16,Duke,Arizona,Duke,-3.0,7.779999999999998,-3.460000000000001,0.248,457.0,1.0
2025,S16,Arizona,Duke,Duke,3.0,-7.779999999999998,3.460000000000001,-0.248,-457.0,0.0
2025,S16,BYU,Alabama,Alabama,4.0,-6.469999999999999,-5.93,-0.03500000000000003,-29.0,0.0
2025,S16,Alabama,BYU,Alabama,-4.0,6.469999999999999,5.93,0.03500000000000003,29.0,1.0
2025,E8,Duke,Alabama,Duke,-1.0,5.18,-5.880000000000001,0.14,450.0,1.0
2025,E8,Alabama,Duke,Duke,1.0,-5.18,5.880000000000001,-0.14,-450.0,0.0
2025,R64,Houston,SIU-Edwardsville,Houston,-15.0,34.57,20.89,0.22799999999999998,424.0,1.0
2025,R64,SIU-Edwardsville,Houston,Houston,15.0,-34.57,-20.89,-0.22799999999999998,-424.0,0.0
2025,R64,Gonzaga,Georgia,Gonzaga,-1.0,7.390000000000001,-3.67,0.137,398.0,1.0
2025,R64,Georgia,Gonzaga,Gonzaga,1.0,-7.390000000000001,3.67,-0.137,-398.0,0.0
2025,R64,Clemson,McNeese,McNeese,-7.0,8.669999999999998,8.56,-0.006000000000000005,-74.0,0.0
2025,R64,McNeese,Clemson,McNeese,7.0,-8.669999999999998,-8.56,0.006000000000000005,74.0,1.0
2025,R64,Purdue,High Point,Purdue,-9.0,15.5,19.1,-0.16199999999999992,-197.0,1.0
2025,R64,High Point,Purdue,Purdue,9.0,-15.5,-19.1,0.16199999999999992,197.0,0.0
2025,R64,Illinois,Xavier,Illinois,-5.0,6.34,4.0699999999999985,-0.018000000000000016,86.0,1.0
2025,R64,Xavier,Illinois,Illinois,5.0,-6.34,-4.0699999999999985,0.018000000000000016,-86.0,0.0
2025,R64,Kentucky,Troy,Kentucky,-11.0,17.71,16.14,-0.009000000000000008,0.0,1.0
2025,R64,Troy,Kentucky,Kentucky,11.0,-17.71,-16.14,0.009000000000000008,-0.0,0.0
2025,R64,UCLA,Utah State,UCLA,-3.0,6.119999999999999,5.360000000000001,-0.08899999999999997,-30.0,1.0
2025,R64,Utah State,UCLA,UCLA,3.0,-6.119999999999999,-5.360000000000001,0.08899999999999997,30.0,0.0
2025,R64,Tennessee,Wofford,Tennessee,-13.0,24.33,15.59,0.246,244.0,1.0
2025,R64,Wofford,Tennessee,Tennessee,13.0,-24.33,-15.59,-0.246,-244.0,0.0
2025,R32,Houston,Gonzaga,Houston,-7.0,4.699999999999999,6.18,0.132,23.0,1.0
2025,R32,Gonzaga,Houston,Houston,7.0,-4.699999999999999,-6.18,-0.132,-23.0,0.0
2025,R32,McNeese,Purdue,Purdue,8.0,-11.66,-14.96,0.133,176.0,0.0
2025,R32,Purdue,McNeese,Purdue,-8.0,11.66,14.96,-0.133,-176.0,1.0
2025,R32,Illinois,Kentucky,Kentucky,3.0,0.3299999999999983,-1.25,-0.038000000000000034,48.0,0.0
2025,R32,Kentucky,Illinois,Kentucky,-3.0,-0.3299999999999983,1.25,0.038000000000000034,-48.0,1.0
2025,R32,UCLA,Tennessee,Tennessee,5.0,-4.52,-2.539999999999999,-0.11299999999999999,-111.0,0.0
2025,R32,Tennessee,UCLA,Tennessee,-5.0,4.52,2.539999999999999,0.11299999999999999,111.0,1.0
2025,S16,Houston,Purdue,Houston,-3.0,7.649999999999999,-0.46000000000000085,0.20799999999999996,352.0,1.0
2025,S16,Purdue,Houston,Houston,3.0,-7.649999999999999,0.46000000000000085,-0.20799999999999996,-352.0,0.0
2025,S16,Kentucky,Tennessee,Tennessee,1.0,-2.9399999999999977,0.7899999999999991,-0.122,-156.0,0.0
