team1,seed1,team2,seed2,team1_win_prob
Villanova,8,Georgia,8,0.603226636009182
Villanova,8,Texas Tech,5,0.32987251989556243
Villanova,8,Alabama,4,0.297693821317217
Villanova,8,Tennessee,6,0.3955617919737654
Villanova,8,Virginia,3,0.30924046178795905
Villanova,8,Kentucky,7,0.3545875360916663
Villanova,8,Iowa State,2,0.26619270441758147
Villanova,8,Siena,16,0.9688090502248632
Villanova,8,TCU,9,0.5332870511811659
Villanova,8,Northern Iowa,12,0.4818402310909765
Villanova,8,California Baptist,13,0.9009965443124932
Villanova,8,South Florida,11,0.5110085665772782
Villanova,8,North Dakota State,14,0.5463447646116262
Villanova,8,UCF,10,0.510654869386519
Villanova,8,Furman,15,0.6205285547835475
Villanova,8,LIU,16,0.9612307087199858
Villanova,8,Utah State,9,0.2755689039137029
Villanova,8,High Point,12,0.1619865924911355
Villanova,8,Hawaii,13,0.8086774378260673
Villanova,8,Texas,11,0.4080581625849817
Villanova,8,Kennesaw State,14,0.13466632885078095
Villanova,8,Missouri,10,0.6178976641451798
Villanova,8,Queens,15,0.9332189848396111
Villanova,8,Prairie View A&M,16,0.34568161441716366
Villanova,8,Iowa,9,0.5431013886362
Villanova,8,McNeese,12,0.2529661096336492
Villanova,8,Troy,13,0.49731596328965244
Villanova,8,VCU,11,0.697983111067318
Villanova,8,Penn,14,0.6774272339225471
Villanova,8,Texas A&M,10,0.6400673207354055
Villanova,8,Idaho,15,0.3990704871382162
Villanova,8,Howard,16,0.8819615462580518
Villanova,8,Saint Louis,9,0.40293013723886545
Villanova,8,Akron,12,0.44805776808387543
Villanova,8,Hofstra,13,0.49116772105220774
Villanova,8,Miami (OH),11,0.25959879960097937
Villanova,8,Wright State,14,0.5858360097800995
Villanova,8,Santa Clara,10,0.4719003477137349
Villanova,8,Tennessee State,15,0.7515235312584413
Wisconsin,5,Duke,1,0.2939968400277813
Wisconsin,5,Ohio State,8,0.6348943927944383
Wisconsin,5,St. John's,5,0.49388537351542205
Wisconsin,5,Kansas,4,0.433253064691365
Wisconsin,5,Louisville,6,0.6358584765141828
Wisconsin,5,Michigan State,3,0.5274062879021835
Wisconsin,5,UCLA,7,0.5823290575770248
Wisconsin,5,UConn,2,0.4435188642931439
Wisconsin,5,Arizona,1,0.2953968142326314
Wisconsin,5,Villanova,8,0.695885088057747
Wisconsin,5,Arkansas,4,0.44382932785573276
Wisconsin,5,BYU,6,0.5250367444083259
Wisconsin,5,Gonzaga,3,0.6918980777806503
Wisconsin,5,Miami (FL),7,0.7432874888867612
Wisconsin,5,Purdue,2,0.28442079734442627
Wisconsin,5,Florida,1,0.43124610860795165
Wisconsin,5,Clemson,8,0.658750977987243
Wisconsin,5,Vanderbilt,5,0.489001682466312
Wisconsin,5,Nebraska,4,0.6270628548003139
Wisconsin,5,North Carolina,6,0.6486546461365398
Wisconsin,5,Illinois,3,0.6119974428681924
Wisconsin,5,Saint Mary's,7,0.6230707383823316
Wisconsin,5,Houston,2,0.39393659738134523
Wisconsin,5,Michigan,1,0.23436243338188975
Wisconsin,5,Georgia,8,0.7767292443652396
Wisconsin,5,Texas Tech,5,0.529719233683784
Wisconsin,5,Alabama,4,0.4923693339264096
Wisconsin,5,Tennessee,6,0.5995970620224588
Wisconsin,5,Virginia,3,0.5060262854482954
Wisconsin,5,Kentucky,7,0.5569627640005252
Wisconsin,5,Iowa State,2,0.4535723687948963
Wisconsin,5,Siena,16,0.9861253284334881
Wisconsin,5,TCU,9,0.7233468626926293
Wisconsin,5,Northern Iowa,12,0.6802906590212126
Wisconsin,5,California Baptist,13,0.954179734371928
Wisconsin,5,South Florida,11,0.7051243227622568
Wisconsin,5,North Dakota State,14,0.7337419816808793
Wisconsin,5,UCF,10,0.7048299306486876
Wisconsin,5,Furman,15,0.7891103540819269
Wisconsin,5,LIU,16,0.9826790343236892
Wisconsin,5,Utah State,9,0.4653630571697128
Wisconsin,5,High Point,12,0.30666834337340315
Wisconsin,5,Hawaii,13,0.9062954172022427
Wisconsin,5,Texas,11,0.6120126581833962
Wisconsin,5,Kennesaw State,14,0.26259270728228007
Wisconsin,5,Missouri,10,0.7872475220343952
Wisconsin,5,Queens,15,0.9696753367590611
Wisconsin,5,Prairie View A&M,16,0.547284036751646
Wisconsin,5,Iowa,9,0.7311791684344349
Wisconsin,5,McNeese,12,0.4365744914737622
Wisconsin,5,Troy,13,0.6936082193200895
Wisconsin,5,VCU,11,0.8409737121118903
Wisconsin,5,Penn,14,0.8277482959008078
Wisconsin,5,Texas A&M,10,0.802728446782681
Wisconsin,5,Idaho,15,0.6031097349361564
Wisconsin,5,Howard,16,0.9447429486356462
Wisconsin,5,Saint Louis,9,0.6069496156857563
Wisconsin,5,Akron,12,0.6500497042503756
Wisconsin,5,Hofstra,13,0.6883563190249242
Wisconsin,5,Miami (OH),11,0.4451526120045968
Wisconsin,5,Wright State,14,0.7639676926811302
Wisconsin,5,Santa Clara,10,0.6715627695455038
Wisconsin,5,Tennessee State,15,0.8737503377035732
Arkansas,4,Duke,1,0.3428958946369707
Arkansas,4,Ohio State,8,0.6854445314398246
Arkansas,4,St. John's,5,0.5501249098030221
Arkansas,4,Kansas,4,0.4892627109914027
Arkansas,4,Louisville,6,0.6863410783407364
Arkansas,4,Michigan State,3,0.5830654662921243
Arkansas,4,UCLA,7,0.635984303764309
Arkansas,4,UConn,2,0.49968554591016484
Arkansas,4,Arizona,1,0.34441512621488846
Arkansas,4,Villanova,8,0.7414299481633948
Arkansas,4,Wisconsin,5,0.5561706721442679
Arkansas,4,BYU,6,0.5807531539744328
Arkansas,4,Gonzaga,3,0.7378150733551441
Arkansas,4,Miami (FL),7,0.7839374346710469
Arkansas,4,Purdue,2,0.33247718096710277
Arkansas,4,Florida,1,0.4872193476740439
Arkansas,4,Clemson,8,0.7075197132053467
Arkansas,4,Vanderbilt,5,0.545284257969315
Arkansas,4,Nebraska,4,0.6781476218711898
Arkansas,4,North Carolina,6,0.6982052384299182
Arkansas,4,Illinois,3,0.6640402253867007
Arkansas,4,Saint Mary's,7,0.6744184161373389
Arkansas,4,Houston,2,0.4488892696195916
Arkansas,4,Michigan,1,0.2772377257143319
Arkansas,4,Georgia,8,0.8134130611969581
Arkansas,4,Texas Tech,5,0.5853201890259512
Arkansas,4,Alabama,4,0.5486233697961476
Arkansas,4,Tennessee,6,0.6523583003934545
Arkansas,4,Virginia,3,0.5621128566593859
Arkansas,4,Kentucky,7,0.6117037899431024
Arkansas,4,Iowa State,2,0.5098457466981939
Arkansas,4,Siena,16,0.9888967666465844
Arkansas,4,TCU,9,0.7661609974582213
Arkansas,4,Northern Iowa,12,0.7272556174370854
Arkansas,4,California Baptist,13,0.9630934249198122
Arkansas,4,South Florida,11,0.749783023797934
Arkansas,4,North Dakota State,14,0.7754468002291224
Arkansas,4,UCF,10,0.7495173789723746
Arkansas,4,Furman,15,0.8242202946136944
Arkansas,4,LIU,16,0.9861291800847541
Arkansas,4,Utah State,9,0.5217026261265719
Arkansas,4,High Point,12,0.3566104192776723
Arkansas,4,Hawaii,13,0.9237802316609605
Arkansas,4,Texas,11,0.6640545201503693
Arkansas,4,Kennesaw State,14,0.30855125267301514
Arkansas,4,Missouri,10,0.8225978739992915
Arkansas,4,Queens,15,0.9756514970059368
Arkansas,4,Prairie View A&M,16,0.6023671698589725
Arkansas,4,Iowa,9,0.7731613076533198
Arkansas,4,McNeese,12,0.4926402831354625
Arkansas,4,Troy,13,0.7393663555995091
Arkansas,4,VCU,11,0.8688838630632402
Arkansas,4,Penn,14,0.8575865224215226
Arkansas,4,Texas A&M,10,0.8360422504547079
Arkansas,4,Idaho,15,0.6556739138059305
Arkansas,4,Howard,16,0.9554066381871374
Arkansas,4,Saint Louis,9,0.6592925317479894
Arkansas,4,Akron,12,0.6994946977438828
Arkansas,4,Hofstra,13,0.7345986802053862
Arkansas,4,Miami (OH),11,0.501339794786484
Arkansas,4,Wright State,14,0.8022143431455175
Arkansas,4,Santa Clara,10,0.7192807848577591
Arkansas,4,Tennessee State,15,0.8966151602537888
BYU,6,Duke,1,0.2736302382352792
BYU,6,Ohio State,8,0.611362068157997
BYU,6,St. John's,5,0.468867693328805
BYU,6,Kansas,4,0.4088257747416549
BYU,6,Louisville,6,0.6123503502777864
BYU,6,Michigan State,3,0.5023760649769954
BYU,6,UCLA,7,0.557768615768948
BYU,6,UConn,2,0.4189406253502612
BYU,6,Arizona,1,0.2749710019070272
BYU,6,Villanova,8,0.674266991418695
BYU,6,Wisconsin,5,0.4749632555916747
BYU,6,Arkansas,4,0.4192468460255677
BYU,6,Gonzaga,3,0.6701309113539349
BYU,6,Miami (FL),7,0.7237011117154137
BYU,6,Purdue,2,0.264469072758676
BYU,6,Florida,1,0.40685074289000456
BYU,6,Clemson,8,0.6358744236797785
BYU,6,Vanderbilt,5,0.46400458514504817
BYU,6,Nebraska,4,0.6033411221281272
BYU,6,North Carolina,6,0.6254860519258372
BYU,6,Illinois,3,0.5879471315522167
BYU,6,Saint Mary's,7,0.599257357027106
BYU,6,Houston,2,0.370277753492355
BYU,6,Michigan,1,0.21685805728930457
BYU,6,Georgia,8,0.7588666254055899
BYU,6,Texas Tech,5,0.5046964673309314
BYU,6,Alabama,4,0.467357534503227
BYU,6,Tennessee,6,0.5753115004830414
BYU,6,Virginia,3,0.48097806102828133
BYU,6,Kentucky,7,0.5321091912467716
BYU,6,Iowa State,2,0.4288663664006242
BYU,6,Siena,16,0.9846849790097191
BYU,6,TCU,9,0.7028473081393833
BYU,6,Northern Iowa,12,0.6581086556583917
BYU,6,California Baptist,13,0.9495925863285347
BYU,6,South Florida,11,0.6838646324524498
BYU,6,North Dakota State,14,0.7137078283002626
BYU,6,UCF,10,0.6835585406624222
BYU,6,Furman,15,0.7719474477614351
BYU,6,LIU,16,0.980887854054319
BYU,6,Utah State,9,0.4405325924210463
BYU,6,High Point,12,0.28577925136143106
BYU,6,Hawaii,13,0.897429796337454
BYU,6,Texas,11,0.5879626550164482
BYU,6,Kennesaw State,14,0.24365082419172382
BYU,6,Missouri,10,0.7699772040706142
BYU,6,Queens,15,0.966585155555855
BYU,6,Prairie View A&M,16,0.5223531423714
BYU,6,Iowa,9,0.7110281250208522
BYU,6,McNeese,12,0.41209610146371634
BYU,6,Troy,13,0.6719045806165078
BYU,6,VCU,11,0.8271068443263554
BYU,6,Penn,14,0.8129846469534615
BYU,6,Texas A&M,10,0.7863737937572336
BYU,6,Idaho,15,0.5788875939456449
BYU,6,Howard,16,0.939271194828228
BYU,6,Saint Louis,9,0.5827997125665773
BYU,6,Akron,12,0.6269201926710538
BYU,6,Hofstra,13,0.6664595537924033
BYU,6,Miami (OH),11,0.42055225816365793
BYU,6,Wright State,14,0.7454187314978482
BYU,6,Santa Clara,10,0.6490875721919808
BYU,6,Tennessee State,15,0.8622734774980759
Gonzaga,3,Duke,1,0.15642677393499826
Gonzaga,3,Ohio State,8,0.4364121847071122
Gonzaga,3,St. John's,5,0.302912334629882
Gonzaga,3,Kansas,4,0.25396067267034467
Gonzaga,3,Louisville,6,0.4374359770454122
Gonzaga,3,Michigan State,3,0.3319734600175663
Gonzaga,3,UCLA,7,0.3830396529349743
Gonzaga,3,UConn,2,0.2619416823895971
Gonzaga,3,Arizona,1,0.15731763045988
Gonzaga,3,Villanova,8,0.5046925871533561
Gonzaga,3,Wisconsin,5,0.3081019222193502
Gonzaga,3,Arkansas,4,0.2621849266448564
Gonzaga,3,BYU,6,0.32986908864606573
Gonzaga,3,Miami (FL),7,0.5631898351567693
Gonzaga,3,Purdue,2,0.15037722582748547
Gonzaga,3,Florida,1,0.25241435304393717
Gonzaga,3,Clemson,8,0.4622532284806773
Gonzaga,3,Vanderbilt,5,0.29880216189803205
Gonzaga,3,Nebraska,4,0.4281578329946056
Gonzaga,3,North Carolina,6,0.451186666102742
Gonzaga,3,Illinois,3,0.41258438678110676
Gonzaga,3,Saint Mary's,7,0.4239923591988194
Gonzaga,3,Houston,2,0.22447034041038574
Gonzaga,3,Michigan,1,0.11995586847736835
Gonzaga,3,Georgia,8,0.6077105232586947
Gonzaga,3,Texas Tech,5,0.33403512275794434
Gonzaga,3,Alabama,4,0.3016331385815096
Gonzaga,3,Tennessee,6,0.4000584595705264
Gonzaga,3,Virginia,3,0.31326441921958437
Gonzaga,3,Kentucky,7,0.35889498520086993
Gonzaga,3,Iowa State,2,0.2698753563315118
Gonzaga,3,Siena,16,0.9693713063260433
Gonzaga,3,TCU,9,0.5379559231110939
Gonzaga,3,Northern Iowa,12,0.4865282261855495
Gonzaga,3,California Baptist,13,0.9026583842480412
Gonzaga,3,South Florida,11,0.5156979099987721
Gonzaga,3,North Dakota State,14,0.5509929925839882
Gonzaga,3,UCF,10,0.5153443877296484
Gonzaga,3,Furman,15,0.6249384857306148
Gonzaga,3,LIU,16,0.9619242049940867
Gonzaga,3,Utah State,9,0.27933189358772786
Gonzaga,3,High Point,12,0.16455087925898212
Gonzaga,3,Hawaii,13,0.8115648236513072
Gonzaga,3,Texas,11,0.4125999163922953
Gonzaga,3,Kennesaw State,14,0.13686876521595856
Gonzaga,3,Missouri,10,0.6223195605260817
Gonzaga,3,Queens,15,0.9343793419338391
Gonzaga,3,Prairie View A&M,16,0.3499395349426069
Gonzaga,3,Iowa,9,0.5477553403777229
Gonzaga,3,McNeese,12,0.25652974658851907
Gonzaga,3,Troy,13,0.5020086516394902
Gonzaga,3,VCU,11,0.7019253009911388
Gonzaga,3,Penn,14,0.6815153077526921
Gonzaga,3,Texas A&M,10,0.6443803158044538
Gonzaga,3,Idaho,15,0.4035804090984906
Gonzaga,3,Howard,16,0.8839017302315696
Gonzaga,3,Saint Louis,9,0.4074541025127264
Gonzaga,3,Akron,12,0.45270424311337726
Gonzaga,3,Hofstra,13,0.4958596217931499
Gonzaga,3,Miami (OH),11,0.2632229506015846
Gonzaga,3,Wright State,14,0.5903829744313968
Gonzaga,3,Santa Clara,10,0.4765805825232293
Gonzaga,3,Tennessee State,15,0.7550121589935659
Miami (FL),7,Duke,1,0.1257383249294563
Miami (FL),7,Ohio State,8,0.3752277409860388
Miami (FL),7,St. John's,5,0.2520731605167051
Miami (FL),7,Kansas,4,0.20887550264682603
Miami (FL),7,Louisville,6,0.3762038104113605
Miami (FL),7,Michigan State,3,0.2782033884899443
Miami (FL),7,UCLA,7,0.3250226419538369
Miami (FL),7,UConn,2,0.21584959304233386
Miami (FL),7,Arizona,1,0.12648061386479187
Miami (FL),7,Villanova,8,0.44143328629655043
Miami (FL),7,Wisconsin,5,0.25671251111323934
Miami (FL),7,Arkansas,4,0.21606256532895357
Miami (FL),7,BYU,6,0.2762988882845867
Miami (FL),7,Gonzaga,3,0.4368101648432312
Miami (FL),7,Purdue,2,0.12070578083081183
Miami (FL),7,Florida,1,0.20752733579962787
Miami (FL),7,Clemson,8,0.400017313050707
Miami (FL),7,Vanderbilt,5,0.24840699656948295
Miami (FL),7,Nebraska,4,0.36737628258097654
Miami (FL),7,North Carolina,6,0.389361886872256
Miami (FL),7,Illinois,3,0.352650260728365
Miami (FL),7,Saint Mary's,7,0.3634263284140376
Miami (FL),7,Houston,2,0.18333398030572262
Miami (FL),7,Michigan,1,0.09561147533815982
Miami (FL),7,Georgia,8,0.5457666786436586
Miami (FL),7,Texas Tech,5,0.28007112213308516
Miami (FL),7,Alabama,4,0.2509313744433232
Miami (FL),7,Tennessee,6,0.34088797831109774
Miami (FL),7,Virginia,3,0.26133917506627596
Miami (FL),7,Kentucky,7,0.30274052948682106
Miami (FL),7,Iowa State,2,0.2228086742904785
Miami (FL),7,Siena,16,0.9608565638478147
Miami (FL),7,TCU,9,0.4745216560063478
Miami (FL),7,Northern Iowa,12,0.4235985468901034
Miami (FL),7,California Baptist,13,0.8779329248654568
Miami (FL),7,South Florida,11,0.4523188860336319
Miami (FL),7,North Dakota State,14,0.4876439002108106
Miami (FL),7,UCF,10,0.45196826449712607
Miami (FL),7,Furman,15,0.5637622213060863
Miami (FL),7,LIU,16,0.9514428801173742
Miami (FL),7,Utah State,9,0.23113808069729022
Miami (FL),7,High Point,12,0.13251898696289718
Miami (FL),7,Hawaii,13,0.7696067694631799
Miami (FL),7,Texas,11,0.352664888802822
Miami (FL),7,Kennesaw State,14,0.10951914199217258
Miami (FL),7,Missouri,10,0.5610161879584097
Miami (FL),7,Queens,15,0.9169700851560936
Miami (FL),7,Prairie View A&M,16,0.2945425338645856
Miami (FL),7,Iowa,9,0.48437692520394127
Miami (FL),7,McNeese,12,0.21111755801106782
Miami (FL),7,Troy,13,0.43878773868319076
Miami (FL),7,VCU,11,0.6461971499391372
Miami (FL),7,Penn,14,0.6240152539401196
Miami (FL),7,Texas A&M,10,0.5842656260316821
Miami (FL),7,Idaho,15,0.34418786406193197
Miami (FL),7,Howard,16,0.8551763419855878
Miami (FL),7,Saint Louis,9,0.3478239452837624
Miami (FL),7,Akron,12,0.39081959898197244
Miami (FL),7,Hofstra,13,0.4327401753386835
Miami (FL),7,Miami (OH),11,0.21697168397098554
Miami (FL),7,Wright State,14,0.5278288942891267
Miami (FL),7,Santa Clara,10,0.41390041185679527
Miami (FL),7,Tennessee State,15,0.7050384251531818
Purdue,2,Duke,1,0.5116445869719897
Purdue,2,Ohio State,8,0.8139539387656949
Purdue,2,St. John's,5,0.7105748838809736
Purdue,2,Kansas,4,0.6579217714362706
Purdue,2,Louisville,6,0.8145832880708883
Purdue,2,Michigan State,3,0.7373756157105598
Purdue,2,UCLA,7,0.778160601495645
Purdue,2,UConn,2,0.6672436053352304
Purdue,2,Arizona,1,0.5133274084288336
Purdue,2,Villanova,8,0.8520053119094926
Purdue,2,Wisconsin,5,0.7155792026555742
Purdue,2,Arkansas,4,0.6675228190328978
Purdue,2,BYU,6,0.7355309272413245
Purdue,2,Gonzaga,3,0.8496227741725149
Purdue,2,Miami (FL),7,0.8792942191691885
Purdue,2,Florida,1,0.6560788578272269
Purdue,2,Clemson,8,0.8292569933134913
Purdue,2,Vanderbilt,5,0.7065397148197995
Purdue,2,Nebraska,4,0.808806601225757
Purdue,2,North Carolina,6,0.8228487117318775
Purdue,2,Illinois,3,0.7987264574743809
Purdue,2,Saint Mary's,7,0.8061585671639121
Purdue,2,Houston,2,0.6205404613810713
Purdue,2,Michigan,1,0.43506808991915547
Purdue,2,Georgia,8,0.8974626247485067
Purdue,2,Texas Tech,5,0.7391691540046607
Purdue,2,Alabama,4,0.7093259118900312
Purdue,2,Tennessee,6,0.7902484985234934
Purdue,2,Virginia,3,0.7204598536489702
Purdue,2,Kentucky,7,0.7597815120395082
Purdue,2,Iowa State,2,0.676206037768201
Purdue,2,Siena,16,0.9944387518113926
Purdue,2,TCU,9,0.8680426194423096
Purdue,2,Northern Iowa,12,0.8426057459681984
Purdue,2,California Baptist,13,0.9812707702884899
Purdue,2,South Florida,11,0.8574729421969703
Purdue,2,North Dakota State,14,0.8739482996281122
Purdue,2,UCF,10,0.8572998677474867
Purdue,2,Furman,15,0.9039763472307545
Purdue,2,LIU,16,0.9930428393081369
Purdue,2,Utah State,9,0.6865130345105473
Purdue,2,High Point,12,0.5266985440801909
Purdue,2,Hawaii,13,0.9605266394622035
Purdue,2,Texas,11,0.7987367584017047
Purdue,2,Kennesaw State,14,0.4725529394906846
Purdue,2,Missouri,10,0.9030034325322207
Purdue,2,Queens,15,0.9877225480033234
Purdue,2,Prairie View A&M,16,0.7525651917979318
Purdue,2,Iowa,9,0.8725005120237433
Purdue,2,McNeese,12,0.6609568903779929
Purdue,2,Troy,13,0.8506464314315094
Purdue,2,VCU,11,0.9300936211080706
Purdue,2,Penn,14,0.9236065902881274
Purdue,2,Texas A&M,10,0.9110134743792407
Purdue,2,Idaho,15,0.792666964348594
Purdue,2,Howard,16,0.9772805945442712
Purdue,2,Saint Louis,9,0.7952953652518393
Purdue,2,Akron,12,0.8237400571161917
Purdue,2,Hofstra,13,0.8474944870597604
Purdue,2,Miami (OH),11,0.6687111475158495
Purdue,2,Wright State,14,0.890630178068053
Purdue,2,Santa Clara,10,0.8372488803695092
Purdue,2,Tennessee State,15,0.9456881666653328
Florida,1,Duke,1,0.35450801766066253
Florida,1,Ohio State,8,0.6963635768761838
Florida,1,St. John's,5,0.5627447776210982
Florida,1,Kansas,4,0.5020444855727633
Florida,1,Louisville,6,0.6972427484832436
Florida,1,Michigan State,3,0.5954408269151892
Florida,1,UCLA,7,0.647737901048686
Florida,1,UConn,2,0.5124663986423751
Florida,1,Arizona,1,0.35605082048300574
Florida,1,Villanova,8,0.7511112525935345
Florida,1,Wisconsin,5,0.5687538913920489
Florida,1,Arkansas,4,0.5127806523259568
Florida,1,BYU,6,0.5931492571099961
Florida,1,Gonzaga,3,0.7475856469560634
Florida,1,Miami (FL),7,0.7924726642003725
Florida,1,Purdue,2,0.3439211421727737
Florida,1,Clemson,8,0.7179877446178432
Florida,1,Vanderbilt,5,0.5579307976353547
Florida,1,Nebraska,4,0.6892051129867427
Florida,1,North Carolina,6,0.7088694647257102
Florida,1,Illinois,3,0.6753503607679769
Florida,1,Saint Mary's,7,0.6855446182121537
Florida,1,Houston,2,0.461569506374552
Florida,1,Michigan,1,0.2875995213055608
Florida,1,Georgia,8,0.821049696848946
Florida,1,Texas Tech,5,0.5976748042999326
Florida,1,Alabama,4,0.5612517653297803
Florida,1,Tennessee,6,0.6638626342212304
Florida,1,Virginia,3,0.5746564470457539
Florida,1,Kentucky,7,0.6237775992462375
Florida,1,Iowa State,2,0.5226150159760892
Florida,1,Siena,16,0.9894444029742411
Florida,1,TCU,9,0.7751970857802088
Florida,1,Northern Iowa,12,0.737279579304863
Florida,1,California Baptist,13,0.9648685267466154
Florida,1,South Florida,11,0.7592531277701435
Florida,1,North Dakota State,14,0.7842251197192384
Florida,1,UCF,10,0.7589943052551321
Florida,1,Furman,15,0.8315062352508032
Florida,1,LIU,16,0.9868114994872231
Florida,1,Utah State,9,0.5344450618329093
Florida,1,High Point,12,0.3684265792857634
Florida,1,Hawaii,13,0.9273034608155153
Florida,1,Texas,11,0.6753644095623585
Florida,1,Kennesaw State,14,0.3195659319064535
Florida,1,Missouri,10,0.8299371873594921
Florida,1,Queens,15,0.9768371177913114
Florida,1,Prairie View A&M,16,0.6145483589122914
Florida,1,Iowa,9,0.7820038554353267
Florida,1,McNeese,12,0.5054229758448548
Florida,1,Troy,13,0.7490987780386081
Florida,1,VCU,11,0.8746001905149509
Florida,1,Penn,14,0.8637181322899159
Florida,1,Texas A&M,10,0.8429315592083416
Florida,1,Idaho,15,0.6671245129364685
Florida,1,Howard,16,0.9575351512813067
Florida,1,Saint Louis,9,0.6706832337172756
Florida,1,Akron,12,0.7101322762325175
Florida,1,Hofstra,13,0.7444475999446116
Florida,1,Miami (OH),11,0.5141194800155235
Florida,1,Wright State,14,0.8102023732131082
Florida,1,Santa Clara,10,0.729488820258676
Florida,1,Tennessee State,15,0.9012598667661723
Clemson,8,Duke,1,0.17744074532796583
Clemson,8,Ohio State,8,0.4739084528756153
Clemson,8,St. John's,5,0.3357720616947079
Clemson,8,Kansas,4,0.2836710933176142
Clemson,8,Louisville,6,0.47494608023123425
Clemson,8,Michigan State,3,0.36632902048738974
Clemson,8,UCLA,7,0.4193624046792667
Clemson,8,UConn,2,0.2922200677739085
Clemson,8,Arizona,1,0.178425964438662
Clemson,8,Villanova,8,0.5424093108252098
Clemson,8,Wisconsin,5,0.34124902201275753
Clemson,8,Arkansas,4,0.2924802867946538
Clemson,8,BYU,6,0.36412557632022197
Clemson,8,Gonzaga,3,0.5377467715193233
Clemson,8,Miami (FL),7,0.5999826869492936
Clemson,8,Purdue,2,0.17074300668650905
Clemson,8,Florida,1,0.28201225538215724
Clemson,8,Vanderbilt,5,0.331428007006312
Clemson,8,Nebraska,4,0.4655307078481603
Clemson,8,North Carolina,6,0.48885126943707596
Clemson,8,Illinois,3,0.4496668294704312
Clemson,8,Saint Mary's,7,0.4612949448399532
Clemson,8,Houston,2,0.2518956171900805
Clemson,8,Michigan,1,0.13686533527025332
Clemson,8,Georgia,8,0.6431295928028012
Clemson,8,Texas Tech,5,0.3684863525452129
Clemson,8,Alabama,4,0.33442067104249557
Clemson,8,Tennessee,6,0.4368523403593467
Clemson,8,Virginia,3,0.34668862856172006
Clemson,8,Kentucky,7,0.39439176967520717
Clemson,8,Iowa State,2,0.30069718216076874
Clemson,8,Siena,16,0.9735575267229769
Clemson,8,TCU,9,0.5752713256355071
Clemson,8,Northern Iowa,12,0.5243244752411784
Clemson,8,California Baptist,13,0.9151647121982478
Clemson,8,South Florida,11,0.553318307442149
Clemson,8,North Dakota State,14,0.5880617517235598
Clemson,8,UCF,10,0.5529684417305879
Clemson,8,Furman,15,0.6596731669958253
Clemson,8,LIU,16,0.967093716878012
Clemson,8,Utah State,9,0.3107740276553792
Clemson,8,High Point,12,0.18641504795439529
Clemson,8,Hawaii,13,0.8336174736189611
Clemson,8,Texas,11,0.4496826863532936
Clemson,8,Kennesaw State,14,0.15574042926900641
Clemson,8,Missouri,10,0.6571637264153991
Clemson,8,Queens,15,0.9430672504913481
Clemson,8,Prairie View A&M,16,0.38508260084439305
Clemson,8,Iowa,9,0.584890017545399
Clemson,8,McNeese,12,0.28642532863671
Clemson,8,Troy,13,0.5397433697714266
Clemson,8,VCU,11,0.7325811132927922
Clemson,8,Penn,14,0.7134131779681542
Clemson,8,Texas A&M,10,0.6782415004746228
Clemson,8,Idaho,15,0.440460396335463
Clemson,8,Howard,16,0.8985470399858786
Clemson,8,Saint Louis,9,0.4444243017179905
Clemson,8,Akron,12,0.49038233441615364
Clemson,8,Hofstra,13,0.5336274152772866
Clemson,8,Miami (OH),11,0.29359052631519766
Clemson,8,Wright State,14,0.6264047431532448
Clemson,8,Santa Clara,10,0.5143781957684191
Clemson,8,Tennessee State,15,0.7819046045075142
Vanderbilt,5,Duke,1,0.30321171399801106
Vanderbilt,5,Ohio State,8,0.6450320256814952
Vanderbilt,5,St. John's,5,0.5048850051272854
Vanderbilt,5,Kansas,4,0.4440871989840221
Vanderbilt,5,Louisville,6,0.6459842667194867
Vanderbilt,5,Michigan State,3,0.5383583570629177
Vanderbilt,5,UCLA,7,0.5929905702887122
Vanderbilt,5,UConn,2,0.4544038850627503
Vanderbilt,5,Arizona,1,0.3046366342233854
Vanderbilt,5,Villanova,8,0.7051157944712062
Vanderbilt,5,Wisconsin,5,0.5109983175336886
Vanderbilt,5,Arkansas,4,0.45471574203068565
Vanderbilt,5,BYU,6,0.5359954148549525
Vanderbilt,5,Gonzaga,3,0.7011978381019685
Vanderbilt,5,Miami (FL),7,0.7515930034305175
Vanderbilt,5,Purdue,2,0.2934602851802011
Vanderbilt,5,Florida,1,0.44206920236464586
Vanderbilt,5,Clemson,8,0.6685719929936885
Vanderbilt,5,Nebraska,4,0.637293712768058
Vanderbilt,5,North Carolina,6,0.6586156484175668
Vanderbilt,5,Illinois,3,0.6223927151234016
Vanderbilt,5,Saint Mary's,7,0.6333470769389874
Vanderbilt,5,Houston,2,0.4044892545252035
Vanderbilt,5,Michigan,1,0.242349782134016
Vanderbilt,5,Georgia,8,0.7842668336758413
Vanderbilt,5,Texas Tech,5,0.5406643847191198
Vanderbilt,5,Alabama,4,0.5033687823534408
Vanderbilt,5,Tennessee,6,0.6101129087850033
Vanderbilt,5,Virginia,3,0.5170200906835604
Vanderbilt,5,Kentucky,7,0.5677911982648511
Vanderbilt,5,Iowa State,2,0.46449817373051644
Vanderbilt,5,Siena,16,0.986714648279433
Vanderbilt,5,TCU,9,0.7320649658312343
Vanderbilt,5,Northern Iowa,12,0.6897836928351779
Vanderbilt,5,California Baptist,13,0.9560654752589314
Vanderbilt,5,South Florida,11,0.714189772566383
Vanderbilt,5,North Dakota State,14,0.7422492323970064
